ID,Lon,Lat,onset_dy,p-onset_dy,end_dy,p-end_dy,duration,p-duration,intensity,p-intensity,min,p-min
80,-84.6250,10.8750,-3.1867,0.0995,7.1444,0.0409,10.3311,0.0309,0.4057,0.3635,-2.4714,0.1556
81,-84.3750,10.8750,-3.9333,0.0884,7.8933,0.0409,11.8267,0.0171,0.7327,0.2560,-2.9266,0.0884
82,-84.1250,10.8750,-3.8067,0.1640,8.4200,0.0468,12.2267,0.0268,0.9610,0.1728,-3.1566,0.0995
83,-83.8750,10.8750,-8.1644,0.0199,6.1556,0.0884,14.3200,0.0171,1.2758,0.0409,-2.9550,0.0783
84,-83.6250,10.8750,-9.7734,0.0146,6.6356,0.0468,16.4089,0.0199,1.4546,0.0268,-2.8264,0.0884
86,-85.6250,11.1250,-3.4378,0.0884,1.4556,0.3942,4.8933,0.0995,-0.2999,0.3942,-0.8647,0.1252
87,-85.3750,11.1250,-3.2556,0.1397,1.6844,0.4265,4.9400,0.2115,-0.1109,0.6496,-1.1259,0.0884
88,-85.1250,11.1250,-2.7600,0.1914,4.8200,0.1118,7.5800,0.0995,0.0726,0.8203,-1.4870,0.1398
89,-84.8750,11.1250,-3.1489,0.0884,5.0667,0.1118,8.2156,0.0995,-0.0446,0.9547,-1.8170,0.1398
90,-84.6250,11.1250,-3.3445,0.0535,6.4533,0.0609,9.7978,0.0468,0.2239,0.4603,-2.4462,0.1118
91,-84.3750,11.1250,-3.8600,0.0535,6.5933,0.1118,10.4533,0.0535,0.5469,0.4955,-3.0902,0.0691
95,-85.8750,11.3750,-3.4800,0.1118,2.3689,0.2115,5.8489,0.0609,-0.2306,0.3066,-1.0052,0.0535
96,-85.6250,11.3750,-3.4244,0.0884,2.2844,0.1398,5.7089,0.0691,-0.2503,0.2805,-1.0322,0.0609
97,-85.3750,11.3750,-3.4933,0.0691,2.7378,0.1728,6.2311,0.0995,-0.0916,0.7333,-1.2352,0.0535
98,-85.1250,11.3750,-3.6667,0.0884,3.8733,0.1556,7.5400,0.1252,0.0018,0.8647,-1.5157,0.0995
99,-84.8750,11.3750,-2.7578,0.2115,5.8844,0.0783,8.6422,0.0783,-0.0467,0.8647,-1.9262,0.1398
100,-84.6250,11.3750,-4.0289,0.0309,5.7111,0.1252,9.7400,0.0609,0.1987,0.7333,-2.5381,0.0691
105,-86.1250,11.6250,-4.5600,0.0409,0.8511,0.4603,5.4111,0.0691,0.1359,0.8647,-1.1311,0.0076
106,-85.8750,11.6250,-3.1911,0.1556,2.1022,0.1556,5.2934,0.0691,-0.2069,0.3635,-1.0466,0.0231
107,-85.6250,11.6250,-3.8733,0.0783,3.3978,0.0231,7.2711,0.0356,-0.0858,0.3942,-1.2552,0.0199
108,-85.3750,11.6250,-3.3289,0.0649,3.1756,0.1252,6.5045,0.0356,-0.1067,0.6092,-1.3115,0.0356
109,-85.1250,11.6250,-3.9289,0.0691,4.2578,0.1556,8.1867,0.1252,-0.0386,0.8203,-1.6263,0.0884
110,-84.8750,11.6250,-3.5289,0.1556,5.3978,0.1251,8.9267,0.0995,-0.1223,0.7764,-2.0988,0.0884
111,-84.6250,11.6250,-4.0867,0.0409,5.3911,0.1556,9.4778,0.0783,0.1681,0.7333,-2.7176,0.0609
117,-86.3750,11.8750,-4.7867,0.0356,2.3067,0.0995,7.0933,0.0199,0.0632,0.9096,-1.0315,0.0054
118,-86.1250,11.8750,-5.1022,0.0309,2.3244,0.0783,7.4266,0.0171,0.1107,0.9547,-1.1483,0.0038
119,-85.8750,11.8750,-3.3133,0.2115,2.5889,0.1398,5.9022,0.0783,-0.2157,0.2560,-1.0693,0.0199
120,-85.6250,11.8750,-4.3133,0.0783,3.4756,0.0609,7.7889,0.0409,-0.0970,0.4603,-1.3194,0.0125
121,-85.3750,11.8750,-4.2422,0.0691,4.0400,0.1398,8.2822,0.0409,-0.1326,0.5321,-1.4124,0.0356
122,-85.1250,11.8750,-4.6978,0.0609,4.8200,0.1251,9.5178,0.0832,0.0051,0.7764,-1.8086,0.0468
123,-84.8750,11.8750,-4.4689,0.0884,4.3778,0.1914,8.8467,0.0995,-0.0473,0.8203,-2.2801,0.0609
130,-86.6250,12.1250,-3.7133,0.0783,3.0155,0.0356,6.7289,0.0409,-0.1463,0.6909,-0.8891,0.0171
131,-86.3750,12.1250,-3.3444,0.0995,2.5711,0.0171,5.9156,0.0535,-0.1127,0.6092,-0.9423,0.0171
132,-86.1250,12.1250,-2.7667,0.1398,2.5556,0.0356,5.3222,0.0409,-0.0774,0.5701,-1.0460,0.0268
133,-85.8750,12.1250,-4.2356,0.0609,1.3555,0.4603,5.5911,0.0884,-0.0994,0.4955,-1.2035,0.0125
134,-85.6250,12.1250,-4.9422,0.0356,2.1867,0.0691,7.1289,0.0535,-0.0877,0.5321,-1.3504,0.0171
135,-85.3750,12.1250,-4.3444,0.0535,3.6489,0.0783,7.9933,0.0535,0.0539,0.9547,-1.6497,0.0199
136,-85.1250,12.1250,-4.5178,0.0783,3.3845,0.2115,7.9022,0.0884,-0.0068,0.8203,-1.8020,0.0468
137,-84.8750,12.1250,-5.1022,0.0355,4.8044,0.2115,9.9067,0.1252,0.2126,0.6909,-2.3810,0.0609
145,-86.8750,12.3750,-3.7111,0.0884,2.3800,0.0535,6.0911,0.0309,-0.3148,0.4265,-0.8692,0.0125
146,-86.6250,12.3750,-3.4067,0.0938,2.4067,0.0609,5.8133,0.0409,-0.2639,0.4603,-0.8918,0.0106
147,-86.3750,12.3750,-3.0333,0.1728,2.2200,0.0468,5.2534,0.1118,-0.1673,0.4955,-0.9765,0.0045
148,-86.1250,12.3750,-2.8956,0.1118,2.4156,0.1556,5.3111,0.0783,-0.1079,0.4265,-1.0860,0.0090
149,-85.8750,12.3750,-3.8089,0.0535,1.8711,0.1728,5.6800,0.0691,-0.1676,0.4265,-1.2047,0.0054
150,-85.6250,12.3750,-4.3711,0.0468,3.3622,0.0884,7.7333,0.0468,-0.0340,0.4955,-1.4720,0.0064
151,-85.3750,12.3750,-4.0111,0.0609,4.1089,0.0468,8.1200,0.0309,-0.0154,0.7333,-1.6532,0.0106
152,-85.1250,12.3750,-3.7111,0.1252,4.8822,0.0535,8.5933,0.0409,0.1361,1.0000,-1.9764,0.0309
153,-84.8750,12.3750,-3.8422,0.2115,5.2067,0.1556,9.0489,0.1398,0.1759,0.7764,-2.3242,0.0609
161,-87.1250,12.6250,-3.4756,0.0535,1.6422,0.2329,5.1178,0.1118,-0.3610,0.4955,-1.0661,0.0106
162,-86.8750,12.6250,-2.2844,0.2933,2.2111,0.0962,4.4955,0.1398,-0.3931,0.3942,-1.0144,0.0106
163,-86.6250,12.6250,-1.7866,0.3942,2.5200,0.0199,4.3066,0.1252,-0.3164,0.3635,-0.9887,0.0064
164,-86.3750,12.6250,-1.8600,0.2560,1.9933,0.0884,3.8534,0.0884,-0.2643,0.3343,-0.9505,0.0064
165,-86.1250,12.6250,-2.8533,0.1556,2.9333,0.1252,5.7867,0.0691,-0.1055,0.3942,-1.1041,0.0022
166,-85.8750,12.6250,-3.7822,0.0468,2.3245,0.2115,6.1067,0.0409,-0.1713,0.3066,-1.1778,0.0031
167,-85.6250,12.6250,-4.1222,0.0535,2.7622,0.2115,6.8844,0.0609,-0.0662,0.3942,-1.3886,0.0045
168,-85.3750,12.6250,-3.9156,0.0884,4.0378,0.0884,7.9533,0.0468,-0.0149,0.4603,-1.5752,0.0064
169,-85.1250,12.6250,-4.3045,0.0609,5.0955,0.0535,9.4000,0.0409,0.0718,0.7333,-1.8241,0.0199
176,-87.6250,12.8750,-4.6022,0.0468,2.3355,0.1914,6.9377,0.0468,-0.2590,0.8203,-1.1175,0.0125
177,-87.3750,12.8750,-2.7244,0.0884,1.9956,0.1914,4.7200,0.0995,-0.4278,0.4603,-1.1164,0.0090
178,-87.1250,12.8750,-2.9778,0.1252,2.3400,0.0691,5.3178,0.1118,-0.4015,0.4265,-1.1984,0.0045
179,-86.8750,12.8750,-2.3511,0.1728,2.3267,0.0783,4.6778,0.0691,-0.4326,0.3635,-1.1227,0.0076
180,-86.6250,12.8750,-1.4667,0.4265,2.8267,0.0268,4.2933,0.0409,-0.3347,0.3635,-1.0907,0.0064
181,-86.3750,12.8750,-1.9955,0.2560,3.1467,0.0691,5.1422,0.0691,-0.2021,0.3343,-1.1304,0.0045
182,-86.1250,12.8750,-2.7911,0.1556,2.9778,0.0995,5.7689,0.0609,-0.1195,0.3066,-1.2126,0.0038
183,-85.8750,12.8750,-3.5244,0.0535,2.4311,0.5321,5.9555,0.0535,-0.1177,0.2330,-1.3383,0.0038
184,-85.6250,12.8750,-3.3911,0.0535,3.7333,0.0995,7.1244,0.0783,-0.0914,0.1556,-1.4642,0.0064
185,-85.3750,12.8750,-3.2222,0.0884,4.0622,0.0783,7.2844,0.0884,-0.0757,0.3942,-1.5819,0.0076
186,-85.1250,12.8750,-3.5089,0.0782,5.0489,0.0535,8.5578,0.0468,0.0279,0.4955,-1.8049,0.0171
199,-87.3750,13.1250,-2.3511,0.2560,2.9089,0.0356,5.2600,0.0995,-0.4369,0.4603,-1.1975,0.0076
200,-87.1250,13.1250,-2.7022,0.0884,2.1044,0.1556,4.8066,0.1118,-0.4280,0.3066,-1.2099,0.0054
201,-86.8750,13.1250,-2.9600,0.2209,2.7622,0.0468,5.7222,0.0309,-0.3131,0.3066,-1.1749,0.0045
202,-86.6250,13.1250,-2.7378,0.2092,3.6622,0.0468,6.4000,0.0468,-0.1693,0.3635,-1.2225,0.0045
203,-86.3750,13.1250,-3.4289,0.2115,3.7867,0.0783,7.2155,0.0231,-0.0543,0.3343,-1.3351,0.0038
204,-86.1250,13.1250,-4.0889,0.0609,4.6200,0.0691,8.7089,0.0268,0.0500,0.3635,-1.5096,0.0045
205,-85.8750,13.1250,-4.1622,0.0608,4.1200,0.1118,8.2822,0.0409,0.1314,0.4603,-1.7431,0.0045
206,-85.6250,13.1250,-3.5022,0.0609,5.7645,0.0609,9.2667,0.0409,0.2248,1.0000,-1.9561,0.0054
207,-85.3750,13.1250,-4.3155,0.0609,6.0533,0.0309,10.3689,0.0268,0.3154,0.4955,-2.0941,0.0045
208,-85.1250,13.1250,-5.0622,0.0409,7.6533,0.0146,12.7156,0.0309,0.4821,0.1914,-2.3150,0.0064
209,-84.8750,13.1250,-5.1067,0.0409,8.5667,0.0199,13.6734,0.0171,0.5750,0.1252,-2.4827,0.0171
218,-88.8750,13.3750,-5.4822,0.0171,5.2533,0.0199,10.7356,0.0054,0.3293,0.3635,-1.7665,0.0199
219,-88.6250,13.3750,-5.8067,0.0146,5.3600,0.0171,11.1667,0.0031,0.3339,0.2560,-1.8042,0.0146
220,-88.3750,13.3750,-5.4400,0.0199,4.1200,0.0199,9.5600,0.0045,0.1547,0.4603,-1.6103,0.0146
221,-88.1250,13.3750,-4.4311,0.0268,3.3556,0.0609,7.7867,0.0097,0.0835,0.6496,-1.5278,0.0090
222,-87.8750,13.3750,-3.9000,0.0609,3.5333,0.1182,7.4333,0.0199,-0.1235,0.8203,-1.4124,0.0064
224,-87.3750,13.3750,-2.7622,0.2012,3.0133,0.0309,5.7755,0.0691,-0.3396,0.4603,-1.2173,0.0054
225,-87.1250,13.3750,-2.8178,0.0884,2.7644,0.0535,5.5822,0.0408,-0.3565,0.3066,-1.1728,0.0054
226,-86.8750,13.3750,-3.2267,0.1914,3.8444,0.0268,7.0711,0.0231,-0.2304,0.3942,-1.1974,0.0038
227,-86.6250,13.3750,-3.6756,0.1118,3.5867,0.0258,7.2622,0.0309,-0.1152,0.4955,-1.2705,0.0054
228,-86.3750,13.3750,-3.9578,0.1240,3.8622,0.0995,7.8200,0.0309,-0.0049,0.4603,-1.4369,0.0038
229,-86.1250,13.3750,-3.1444,0.1118,5.6222,0.0535,8.7667,0.0409,0.1805,0.6496,-1.7295,0.0054
230,-85.8750,13.3750,-4.1067,0.0535,6.4889,0.0535,10.5956,0.0309,0.3621,0.7764,-2.0671,0.0054
231,-85.6250,13.3750,-3.9911,0.0409,6.7955,0.0468,10.7867,0.0409,0.3477,0.7764,-2.1644,0.0076
241,-89.8750,13.6250,-3.5689,0.1398,6.0556,0.0231,9.6245,0.0171,0.4681,0.3343,-1.5443,0.0356
242,-89.6250,13.6250,-5.1489,0.0409,6.4578,0.0171,11.6067,0.0106,0.4900,0.2805,-1.7127,0.0268
243,-89.3750,13.6250,-5.5311,0.0124,6.7133,0.0125,12.2444,0.0064,0.5783,0.2560,-1.9688,0.0231
244,-89.1250,13.6250,-6.4845,0.0038,6.5200,0.0171,13.0045,0.0054,0.6716,0.1914,-2.1731,0.0106
245,-88.8750,13.6250,-5.8622,0.0064,6.2178,0.0146,12.0800,0.0026,0.5480,0.1728,-2.0639,0.0106
246,-88.6250,13.6250,-6.0556,0.0059,5.4867,0.0309,11.5422,0.0063,0.4280,0.1728,-1.9664,0.0090
247,-88.3750,13.6250,-5.7889,0.0125,5.1200,0.0231,10.9089,0.0045,0.3825,0.2115,-1.9027,0.0064
248,-88.1250,13.6250,-5.0422,0.0076,5.0756,0.0356,10.1178,0.0054,0.2418,0.3635,-1.7233,0.0045
249,-87.8750,13.6250,-4.3178,0.0231,3.8289,0.0884,8.1467,0.0171,-0.1086,0.8647,-1.4290,0.0076
250,-87.6250,13.6250,-4.0311,0.0468,4.5711,0.0199,8.6022,0.0125,-0.1429,0.6496,-1.3190,0.0064
251,-87.3750,13.6250,-3.6356,0.0609,3.7067,0.0356,7.3422,0.0268,-0.1494,0.7764,-1.2094,0.0045
252,-87.1250,13.6250,-3.9622,0.0609,3.3333,0.0392,7.2956,0.0267,-0.1971,0.4603,-1.1190,0.0038
253,-86.8750,13.6250,-2.9400,0.3343,3.3645,0.0691,6.3044,0.0691,-0.1446,0.5701,-1.1719,0.0045
254,-86.6250,13.6250,-4.0555,0.1728,3.5511,0.0884,7.6067,0.0468,-0.0054,0.6909,-1.3385,0.0045
255,-86.3750,13.6250,-4.0289,0.1252,5.0067,0.0783,9.0356,0.0468,0.1711,1.0000,-1.6087,0.0026
256,-86.1250,13.6250,-3.8022,0.0995,5.3489,0.1252,9.1511,0.0535,0.2330,0.9096,-1.7920,0.0064
257,-85.8750,13.6250,-4.9044,0.0356,5.6911,0.1252,10.5956,0.0268,0.3576,0.6496,-2.0234,0.0045
258,-85.6250,13.6250,-4.8533,0.0468,6.7756,0.0468,11.6289,0.0356,0.4044,0.4265,-2.1741,0.0076
271,-90.3750,13.8750,-3.1845,0.1118,3.9511,0.0691,7.1356,0.0691,0.4652,0.7333,-1.5853,0.0309
272,-90.1250,13.8750,-3.3533,0.1556,4.6955,0.0535,8.0489,0.0309,0.4890,0.4603,-1.6695,0.0309
273,-89.8750,13.8750,-3.5156,0.1252,5.2089,0.0356,8.7245,0.0199,0.5019,0.4265,-1.7689,0.0231
274,-89.6250,13.8750,-4.5933,0.0231,7.4044,0.0064,11.9978,0.0038,0.6659,0.2330,-2.0657,0.0146
275,-89.3750,13.8750,-5.4711,0.0090,8.5489,0.0045,14.0200,0.0038,0.7677,0.1398,-2.3014,0.0106
276,-89.1250,13.8750,-6.1711,0.0045,7.6800,0.0090,13.8511,0.0031,0.7694,0.1118,-2.3923,0.0045
277,-88.8750,13.8750,-5.9178,0.0038,7.8933,0.0045,13.8111,0.0015,0.7119,0.0995,-2.3361,0.0038
278,-88.6250,13.8750,-5.7645,0.0054,7.2111,0.0090,12.9756,0.0018,0.5755,0.1398,-2.2206,0.0045
279,-88.3750,13.8750,-5.7067,0.0022,6.3244,0.0171,12.0311,0.0031,0.5158,0.1398,-2.1663,0.0026
280,-88.1250,13.8750,-4.7400,0.0041,5.4911,0.0268,10.2311,0.0038,0.2906,0.1728,-1.9071,0.0045
281,-87.8750,13.8750,-4.6800,0.0146,4.4334,0.0409,9.1134,0.0090,0.0441,0.5701,-1.6870,0.0045
282,-87.6250,13.8750,-4.2067,0.0146,4.4511,0.0231,8.6578,0.0146,-0.0624,1.0000,-1.4556,0.0054
283,-87.3750,13.8750,-3.8467,0.0832,4.5889,0.0309,8.4356,0.0409,-0.0758,0.8203,-1.2644,0.0045
284,-87.1250,13.8750,-3.7467,0.0884,3.8933,0.0783,7.6400,0.0535,-0.1126,0.6092,-1.1600,0.0031
285,-86.8750,13.8750,-3.4822,0.1728,4.0356,0.0995,7.5178,0.0783,-0.0555,0.7764,-1.2348,0.0038
286,-86.6250,13.8750,-3.7044,0.1556,5.7600,0.0356,9.4644,0.0171,0.1138,0.9096,-1.4574,0.0026
287,-86.3750,13.8750,-3.5756,0.1252,5.4467,0.0783,9.0222,0.0356,0.1911,0.9547,-1.6416,0.0031
288,-86.1250,13.8750,-3.9978,0.0783,5.2222,0.0783,9.2200,0.0468,0.2363,0.9547,-1.7896,0.0045
289,-85.8750,13.8750,-3.7133,0.1118,4.9467,0.1252,8.6600,0.0535,0.2680,0.8203,-1.8910,0.0054
290,-85.6250,13.8750,-3.6645,0.0995,6.9845,0.0356,10.6489,0.0231,0.3721,0.4265,-2.0798,0.0064
291,-85.3750,13.8750,-3.9089,0.1118,8.1400,0.0199,12.0489,0.0146,0.4860,0.2330,-2.2737,0.0064
292,-85.1250,13.8750,-3.9733,0.0884,7.8822,0.0437,11.8556,0.0268,0.5085,0.2115,-2.3724,0.0146
301,-91.6250,14.1250,-3.0667,0.1118,3.4844,0.0783,6.5511,0.0609,0.8186,0.4955,-1.3488,0.0691
302,-91.3750,14.1250,-3.2533,0.1556,3.2756,0.0609,6.5289,0.0468,0.9239,0.4955,-1.5504,0.0783
303,-91.1250,14.1250,-2.9467,0.2115,4.3378,0.0535,7.2844,0.0409,0.8990,0.5321,-1.6989,0.0535
304,-90.8750,14.1250,-2.6022,0.3343,4.4867,0.0303,7.0889,0.0535,0.7471,0.6496,-1.8400,0.0309
305,-90.6250,14.1250,-2.2267,0.4265,4.5889,0.0356,6.8156,0.0783,0.7149,0.6496,-1.9135,0.0231
306,-90.3750,14.1250,-3.4645,0.0995,4.5333,0.0268,7.9978,0.0125,0.7094,0.4955,-1.9462,0.0171
307,-90.1250,14.1250,-3.5400,0.0691,5.4044,0.0199,8.9445,0.0125,0.6662,0.4603,-1.9549,0.0171
308,-89.8750,14.1250,-4.4022,0.0171,5.2711,0.0158,9.6734,0.0064,0.6808,0.2805,-2.1436,0.0106
309,-89.6250,14.1250,-4.8511,0.0125,7.2067,0.0054,12.0578,0.0022,0.7155,0.2330,-2.3102,0.0076
310,-89.3750,14.1250,-6.0822,0.0090,7.7556,0.0076,13.8378,0.0026,0.7706,0.1252,-2.4844,0.0054
311,-89.1250,14.1250,-6.3511,0.0038,8.0044,0.0064,14.3556,0.0012,0.7434,0.0884,-2.5391,0.0054
312,-88.8750,14.1250,-6.0978,0.0070,7.1445,0.0106,13.2422,0.0031,0.5695,0.1556,-2.4077,0.0031
313,-88.6250,14.1250,-6.2111,0.0026,6.5133,0.0171,12.7244,0.0031,0.5009,0.1914,-2.3980,0.0031
314,-88.3750,14.1250,-5.7778,0.0031,6.5467,0.0171,12.3245,0.0038,0.4080,0.2115,-2.3853,0.0031
315,-88.1250,14.1250,-6.3711,0.0012,5.6889,0.0199,12.0600,0.0026,0.2812,0.3942,-2.2481,0.0031
316,-87.8750,14.1250,-4.3311,0.0171,6.6533,0.0106,10.9845,0.0064,0.3099,0.1914,-2.0110,0.0045
318,-87.3750,14.1250,-4.3333,0.0356,5.8845,0.0309,10.2178,0.0171,0.1592,0.8203,-1.5546,0.0038
319,-87.1250,14.1250,-3.7889,0.1252,5.5089,0.0356,9.2978,0.0268,0.0814,1.0000,-1.3941,0.0038
