ID,Lon,Lat,ann_avg,p-ann_avg
455,-91.6250,15.1250,-0.3113,0.1556
456,-91.3750,15.1250,-0.3575,0.0884
457,-91.1250,15.1250,-0.3810,0.0691
458,-90.8750,15.1250,-0.4189,0.0535
459,-90.6250,15.1250,-0.4282,0.0535
460,-90.3750,15.1250,-0.4275,0.0535
461,-90.1250,15.1250,-0.4938,0.0309
462,-89.8750,15.1250,-0.6203,0.0268
463,-89.6250,15.1250,-0.6505,0.0231
464,-89.3750,15.1250,-0.5820,0.0199
466,-88.8750,15.1250,-0.4862,0.0199
493,-92.1250,15.3750,-0.2148,0.2330
494,-91.8750,15.3750,-0.2694,0.1728
495,-91.6250,15.3750,-0.3395,0.0884
496,-91.3750,15.3750,-0.4181,0.0691
497,-91.1250,15.3750,-0.4598,0.0535
498,-90.8750,15.3750,-0.4996,0.0609
533,-91.8750,15.6250,-0.3279,0.1252
534,-91.6250,15.6250,-0.4119,0.0884
535,-91.3750,15.6250,-0.5222,0.0783
536,-91.1250,15.6250,-0.5703,0.0691
537,-90.8750,15.6250,-0.5875,0.0535
571,-91.6250,15.8750,-0.4270,0.1118
572,-91.3750,15.8750,-0.5496,0.0691
573,-91.1250,15.8750,-0.6045,0.0468
574,-90.8750,15.8750,-0.6160,0.0356
