ID,Lon,Lat,gfdl-esm2g,canesm2,cnrm-cm5,csiro-mk3-6-0,inmcm4,miroc5,mpi-esm-lr,mri-cgcm3,ccsm4,noresm1-m,bcc-csm1-1,ipsl-cm5a-lr,ipsl-cm5a-mr,gfdl-cm3,gfdl-esm2m
226,-86.8750,13.3750,3.5406,4.0006,2.5674,3.4415,3.7810,3.0009,4.0413,2.8085,3.7589,3.9463,3.5580,3.7249,3.2690,3.7389,3.7946
227,-86.6250,13.3750,3.6317,4.2206,3.2320,3.8699,4.0003,3.3043,4.3520,2.7901,3.8985,4.2584,3.8578,4.0765,3.5204,4.0670,4.1114
228,-86.3750,13.3750,4.1285,4.6484,3.7207,4.1635,4.5613,4.0052,4.7749,3.3554,4.5631,4.7582,4.5302,4.4496,4.5452,4.6774,4.8154
229,-86.1250,13.3750,5.0230,5.3372,4.4638,5.3058,5.4132,4.6011,5.3097,4.0334,5.3226,5.4547,5.2159,5.2385,5.7428,5.7166,5.5921
230,-85.8750,13.3750,6.2819,5.9808,5.6748,6.4448,6.3326,5.7937,6.0849,4.6334,6.3086,6.7527,5.8977,6.2019,6.5684,6.6450,6.3881
231,-85.6250,13.3750,7.2544,6.5282,6.4766,7.2772,6.9875,6.4445,6.8098,5.2636,7.0266,7.4899,6.5380,6.9692,7.5639,7.0300,7.0376
241,-89.8750,13.6250,6.5929,7.3826,4.8572,6.0435,7.2982,6.6950,6.6141,7.4144,6.5732,7.4049,6.9348,5.6448,6.4565,7.1611,6.6173
242,-89.6250,13.6250,6.7114,7.5758,5.1753,6.8756,7.4100,6.8586,6.6803,7.3189,6.5964,7.9579,7.3939,6.2648,6.6517,7.4701,6.7294
243,-89.3750,13.6250,7.1675,7.8224,6.2148,7.7467,7.7246,7.0428,6.9293,7.5738,7.0433,8.1920,7.5802,6.8931,6.9242,7.7128,7.2955
244,-89.1250,13.6250,6.9618,7.8453,6.6485,7.8446,7.6444,7.0506,7.1015,7.2052,7.0158,8.0772,7.5133,6.8295,7.2166,7.4451,6.9047
245,-88.8750,13.6250,5.9942,7.5183,5.3777,7.2443,7.1944,6.2917,6.7167,6.5355,6.5095,7.2771,7.1213,6.6594,6.8976,6.8944,6.3229
246,-88.6250,13.6250,5.5898,6.8268,5.1878,6.8736,6.4207,5.7636,6.1442,5.7561,6.2155,6.8480,6.5926,6.3102,6.2877,6.1845,5.9480
247,-88.3750,13.6250,5.1871,6.1725,4.6837,5.8650,5.9390,5.3638,5.7112,5.3173,5.9957,6.3705,6.1513,5.7391,5.3976,5.8723,5.5347
248,-88.1250,13.6250,4.8451,5.6425,3.8668,4.9142,5.4950,4.4183,5.3815,4.8724,5.6111,5.7716,5.2858,5.3440,4.8876,5.5018,5.1922
249,-87.8750,13.6250,4.5428,5.1337,3.6177,4.1316,4.5273,3.7892,4.7726,3.5634,5.0133,4.9371,4.3401,4.9191,4.3131,4.8506,4.7941
250,-87.6250,13.6250,4.1029,4.5755,3.2429,3.5433,4.0848,3.2359,4.2322,3.1922,4.4679,4.3805,3.8911,4.2839,3.7377,4.2092,4.0418
251,-87.3750,13.6250,3.2367,3.8486,2.6574,3.2163,3.6175,2.7248,3.7530,2.8186,3.8836,3.7341,3.3667,3.6115,3.3417,3.6239,3.5268
252,-87.1250,13.6250,3.2295,3.5356,2.4590,3.0889,3.4277,2.5415,3.5925,2.6622,3.4471,3.5410,3.1693,3.4360,3.1998,3.3483,3.3415
253,-86.8750,13.6250,3.2957,3.7700,2.8506,3.3471,3.6549,2.8329,3.8814,2.7195,3.6118,3.7075,3.3239,3.6991,3.4711,3.5141,3.7166
254,-86.6250,13.6250,3.7130,4.1008,3.1899,3.7340,3.9189,3.5079,4.2396,2.8183,4.2243,4.3681,4.0293,4.0490,4.1150,4.2408,4.2360
255,-86.3750,13.6250,4.2122,4.7769,4.0150,4.5613,4.7473,4.2732,4.7320,3.6414,4.6819,4.9134,4.7062,4.7757,5.2109,4.7546,5.0498
256,-86.1250,13.6250,5.2652,5.3093,4.8256,5.4510,5.4450,5.0342,5.3178,4.0801,5.5348,5.6914,5.3333,5.4382,6.1690,5.8111,5.6913
257,-85.8750,13.6250,6.5765,5.8776,5.5032,6.3325,6.2867,5.7453,6.0339,4.7898,5.9129,6.9136,5.9435,6.4170,7.0089,6.4565,6.3843
258,-85.6250,13.6250,7.3217,6.5709,6.5322,7.3990,6.8993,6.4253,6.6391,5.3624,6.7533,7.7254,6.8716,7.0482,7.8848,7.2243,7.0462
271,-90.3750,13.8750,7.9917,8.3753,6.1319,5.9757,7.7151,8.2731,7.4388,8.8134,7.2345,8.0542,7.5696,6.9182,7.1207,8.6521,7.0546
272,-90.1250,13.8750,7.6013,8.4169,5.9923,6.3292,7.6172,7.9490,7.2234,8.3246,6.9617,7.9000,7.6609,6.7781,7.1886,8.4373,6.8009
273,-89.8750,13.8750,7.3263,8.1235,5.6150,6.4119,7.9704,7.7486,7.1631,8.3272,7.1879,7.6740,7.7800,6.4930,7.6229,8.1532,7.4128
274,-89.6250,13.8750,7.2778,8.2520,6.5483,7.6957,8.1574,7.5224,7.0722,8.4083,7.3800,8.4149,8.0944,7.1876,7.6642,7.9317,7.6139
275,-89.3750,13.8750,7.7246,8.4360,7.4868,8.1229,8.1302,7.3951,7.2678,8.5690,7.4441,8.5458,7.9752,7.5224,7.8178,7.8795,7.6611
276,-89.1250,13.8750,7.4867,8.1289,7.0208,7.9494,7.8382,7.3451,7.2319,8.1608,7.4617,8.3033,7.7277,7.2749,8.2134,7.5791,7.0997
277,-88.8750,13.8750,6.8502,7.6500,5.8959,7.4548,7.3766,6.4863,6.7461,6.8582,7.0563,7.4976,7.2851,7.0239,7.9236,6.9153,6.5345
278,-88.6250,13.8750,6.1607,7.1342,5.5495,7.0339,6.7822,6.0162,6.3687,6.3191,6.5716,7.1021,6.7834,6.6188,7.4013,6.3644,6.1932
279,-88.3750,13.8750,5.8705,6.7587,5.2385,6.6252,6.3031,5.5660,6.0126,5.6488,6.4267,6.7425,6.4620,6.2407,6.8347,6.1262,5.9557
280,-88.1250,13.8750,5.0476,6.0074,4.9838,5.4418,5.7824,4.9488,5.5180,5.2160,6.0690,6.1979,5.9784,5.8467,6.0179,5.5718,5.5876
281,-87.8750,13.8750,4.7130,5.3145,4.2452,4.5936,5.0878,4.3538,4.9478,4.4493,5.8503,5.2282,4.8613,5.1993,5.6083,4.9976,5.1157
282,-87.6250,13.8750,4.2057,4.6537,3.7713,3.8424,4.3895,3.4357,4.4507,3.4444,4.9217,4.5406,4.2962,4.6088,4.6096,4.4087,4.5268
283,-87.3750,13.8750,3.5951,3.8108,2.9044,3.3039,3.6896,2.7910,3.7393,2.8835,4.0229,3.8468,3.3668,3.8772,3.8952,3.6243,3.6870
284,-87.1250,13.8750,3.3533,3.4875,2.6416,3.1329,3.4376,2.5017,3.5199,2.6655,3.6476,3.6750,3.1155,3.5811,3.7344,3.5658,3.4545
285,-86.8750,13.8750,3.2418,3.7125,2.9007,3.2538,3.6235,3.0238,3.8208,2.7505,3.9255,3.8658,3.6610,3.9075,3.9333,3.9498,3.7449
286,-86.6250,13.8750,3.7587,4.0953,3.4907,3.8287,4.0692,3.6663,4.1678,3.2980,4.2344,4.3834,4.1689,4.2582,4.6847,4.2346,4.4594
287,-86.3750,13.8750,4.6669,4.7404,4.3218,4.7083,4.6049,4.2455,4.6945,3.7012,4.7560,5.0690,4.7640,4.8454,5.6381,4.9373,5.0853
288,-86.1250,13.8750,5.5020,5.2357,4.8645,5.5494,5.3973,5.1198,5.4290,4.1394,5.6110,5.8124,5.4465,5.5690,6.4768,5.6200,5.6822
289,-85.8750,13.8750,6.4949,5.8454,5.4409,6.0174,5.9987,5.6121,5.8947,4.8392,5.9714,6.4897,6.1760,6.3495,7.1223,6.2616,6.2661
290,-85.6250,13.8750,7.2064,6.4383,6.5681,6.9969,6.7491,6.3582,6.7869,5.5488,6.6727,7.2748,6.8675,6.9945,7.8446,6.9860,6.9225
291,-85.3750,13.8750,7.9188,6.9142,7.6875,8.0477,7.2531,7.4538,7.7114,6.5401,7.3109,8.4736,7.5473,7.8477,8.8547,7.9422,7.6659
292,-85.1250,13.8750,8.7360,7.3963,8.4718,8.9329,8.5077,8.0580,8.5366,7.7422,8.1416,9.5590,8.3342,8.8777,9.6375,8.7403,8.4766
301,-91.6250,14.1250,7.1323,7.2138,6.0185,5.6078,6.7564,8.1324,5.7008,7.6781,6.2951,7.1333,6.3269,6.5229,6.0714,8.1108,6.6342
302,-91.3750,14.1250,7.8694,8.1898,6.5196,6.2597,7.7516,8.6197,6.5934,8.6043,7.3272,8.1022,7.2615,7.4002,6.9689,8.9458,7.3168
303,-91.1250,14.1250,8.4608,8.9942,6.8662,6.8930,8.1693,9.1820,7.4126,9.3083,7.7731,8.8695,8.0531,7.7846,7.2919,9.4926,7.8550
304,-90.8750,14.1250,8.8571,9.5541,6.9290,6.5441,8.8573,9.9328,8.0177,9.6796,8.3230,9.1124,8.4952,8.1260,8.0995,10.1767,8.1343
305,-90.6250,14.1250,8.7069,9.5346,7.0753,6.5581,8.7513,9.6173,8.0253,9.3540,8.2862,9.2745,8.1281,8.1584,8.2253,10.0674,8.0970
306,-90.3750,14.1250,8.0324,8.9774,6.7657,6.5110,8.4725,8.7262,7.9983,8.5756,7.8103,8.7137,8.0027,7.7337,8.2028,9.2276,7.3876
307,-90.1250,14.1250,7.7366,8.6303,6.3598,6.1871,8.2206,8.1001,7.5536,8.2733,7.4476,8.3856,8.2115,7.4915,8.0218,8.7012,7.2775
308,-89.8750,14.1250,7.9022,8.7413,6.5680,7.0738,8.1665,8.4986,7.5342,8.9047,7.5397,8.2340,8.1500,7.9939,8.3813,8.5915,7.1297
309,-89.6250,14.1250,7.9053,8.5877,6.3885,7.5070,8.1791,8.3620,7.6170,8.9658,7.4368,8.6258,7.9889,8.0376,8.3424,8.1948,7.8146
310,-89.3750,14.1250,8.1079,8.4606,6.4555,8.5949,8.1568,7.9914,7.6042,8.5943,7.8865,8.5965,8.0656,7.8535,8.4536,7.8331,7.6256
311,-89.1250,14.1250,7.6471,8.0836,6.2977,8.1716,7.8535,7.5417,7.4878,8.3002,7.7545,8.3841,7.9002,7.6890,8.1237,7.6873,7.2102
312,-88.8750,14.1250,7.0084,7.7909,6.2148,7.5372,7.2049,6.9797,6.8599,7.0930,7.2461,7.5788,7.3988,7.4218,8.1719,6.9287,6.6610
313,-88.6250,14.1250,6.7173,7.3528,5.9674,7.2147,6.6838,6.3759,6.5947,6.8060,6.9640,7.2983,7.0780,7.1405,7.8740,6.6336,6.4636
314,-88.3750,14.1250,6.8787,7.2039,5.9499,7.0563,6.5762,6.1863,6.6029,6.6531,6.9588,7.1847,6.7962,7.0250,7.8753,6.4324,6.4314
315,-88.1250,14.1250,6.4589,6.6858,5.7465,6.5658,6.1087,5.8054,6.2620,5.7264,6.6867,6.8446,5.9765,6.5540,7.4997,6.2619,6.0435
316,-87.8750,14.1250,5.7900,5.9165,5.1539,5.3840,5.7980,4.6558,5.6662,4.9572,6.3556,6.1163,5.6559,6.0662,6.8162,5.7232,5.7195
318,-87.3750,14.1250,3.8914,4.3622,3.9070,3.8479,4.3178,3.4183,4.2978,3.4089,4.6947,4.4607,4.0762,4.5332,4.9471,4.6437,4.4562
319,-87.1250,14.1250,3.7523,4.0126,3.5353,3.4618,3.8510,2.8889,4.0091,3.0812,4.2733,4.1424,3.7250,4.2474,4.5660,4.2165,4.1233
320,-86.8750,14.1250,3.7665,4.0117,3.6104,3.6367,3.8559,3.0353,4.0238,3.1973,4.2336,4.1281,4.0572,4.2876,4.5239,4.1390,4.1722
321,-86.6250,14.1250,3.9169,4.2032,3.8387,4.1133,4.0073,3.5818,4.2929,3.4152,4.4256,4.4034,4.2647,4.5185,4.7962,4.3480,4.4593
322,-86.3750,14.1250,4.4961,4.7725,4.2924,4.4633,4.5036,4.0054,4.6965,3.7027,4.8027,4.9113,4.9207,5.1485,5.5783,4.6985,4.8655
323,-86.1250,14.1250,4.8941,5.1857,4.7098,5.3878,4.9209,4.7294,5.2553,4.0931,5.4053,5.6592,5.3864,5.6800,6.1755,5.0827,5.4129
324,-85.8750,14.1250,5.8382,5.7180,5.1661,6.1923,5.4615,5.3883,5.9543,5.3270,5.9066,6.4811,5.9925,6.3560,6.9597,6.2719,6.0134
325,-85.6250,14.1250,6.5567,6.2115,6.2540,6.7811,6.1048,6.4356,6.5313,5.7768,6.8040,7.1898,6.7327,7.0499,7.5899,6.8699,6.7397
326,-85.3750,14.1250,7.3761,6.7974,7.3168,7.5387,7.2838,7.2383,7.6998,6.9780,7.4718,8.2703,7.6127,7.9857,8.3904,7.5543,7.5112
327,-85.1250,14.1250,8.4790,7.7068,8.3536,8.3069,8.4146,8.3432,8.5419,8.0320,8.3582,9.2335,8.5050,8.9705,9.5437,8.4346,8.3973
328,-84.8750,14.1250,10.6506,9.2316,9.3966,9.8591,9.7781,8.9724,10.1600,9.3545,9.5010,10.5320,9.7920,10.5551,11.2350,9.8689,9.5781
337,-91.8750,14.3750,7.3593,7.6458,6.3496,5.9258,7.4481,8.6921,6.2819,8.0302,6.2242,8.7115,6.7142,7.1582,6.5502,8.5041,7.1273
338,-91.6250,14.3750,7.7931,8.1726,6.4246,6.5002,8.0269,8.8977,6.7661,8.5151,6.4657,9.1542,7.2657,7.6428,7.2206,9.1095,7.4324
339,-91.3750,14.3750,7.9078,8.4897,6.5829,6.6372,7.9342,8.9818,7.5829,8.7120,6.9914,9.3966,7.6377,7.9140,7.4796,9.1834,7.9568
340,-91.1250,14.3750,8.0734,8.8260,6.8464,6.9266,8.2770,9.0219,7.9901,8.8117,7.0895,9.6151,8.0058,8.2049,7.8061,9.2957,7.5285
341,-90.8750,14.3750,8.4666,9.1520,6.6664,7.1486,8.6369,9.5529,7.7601,8.8572,7.5033,9.0658,8.4966,8.1018,8.0995,9.3089,7.8339
342,-90.6250,14.3750,8.1515,9.1662,6.6811,6.8372,8.4803,9.0216,7.7132,8.8157,7.5631,9.0127,7.8119,8.1220,8.2198,9.1862,7.6583
343,-90.3750,14.3750,7.7588,8.8149,6.4192,6.5444,8.2489,8.4710,7.8717,8.4181,7.4289,8.6683,7.9113,7.7920,8.3456,8.6998,7.2091
344,-90.1250,14.3750,7.7996,8.7091,6.4710,6.4013,8.3668,8.1089,7.6590,8.0770,7.4909,8.5633,8.3553,7.7456,8.3634,8.5104,7.4640
345,-89.8750,14.3750,8.1812,9.1096,6.9931,8.0013,8.7066,8.5717,7.7513,8.9053,7.8483,9.1138,8.4802,8.1893,8.9649,8.6364,7.7378
346,-89.6250,14.3750,8.6745,8.9511,6.9113,7.9419,8.5616,8.6259,8.0411,9.0032,8.1805,8.8453,8.4643,8.4442,8.8203,8.4170,7.5285
347,-89.3750,14.3750,8.2824,8.7751,6.8894,8.1758,8.2217,8.2589,7.8640,8.7757,8.2626,8.6256,8.6375,8.3998,8.6865,8.1407,7.9303
348,-89.1250,14.3750,7.7557,8.2896,6.7767,7.7254,7.7069,7.6365,7.4311,7.7688,7.9646,8.5121,8.0871,8.0356,8.1807,7.4817,7.3382
349,-88.8750,14.3750,6.8346,7.5296,6.2830,7.2685,6.8544,6.7406,6.7632,6.6160,7.2455,7.7728,7.2401,7.3763,7.9404,6.6473,6.3795
350,-88.6250,14.3750,6.9165,7.1870,6.1066,7.0556,6.6217,6.4644,6.5944,6.6525,7.0663,7.3111,6.8808,7.1975,7.9566,6.4426,6.2909
351,-88.3750,14.3750,7.3066,7.6167,6.4414,7.3496,7.1511,6.5772,7.0448,6.9604,7.4944,7.7132,7.4120,7.4145,8.6338,6.7428,6.7781
352,-88.1250,14.3750,7.3081,7.4851,6.6072,7.2324,6.9418,6.4131,6.9601,6.2505,7.9263,7.6561,7.4280,7.6299,8.6497,6.7094,6.8002
353,-87.8750,14.3750,7.0052,7.0269,6.0478,6.5651,6.5240,5.7523,6.4819,5.4126,7.0812,7.2051,6.9528,7.3421,7.9907,6.7398,6.8703
355,-87.3750,14.3750,5.0772,5.1444,4.5959,4.7952,5.1873,3.7798,4.9335,4.0464,5.1649,5.3191,5.3383,5.5251,5.9786,5.3937,5.2060
356,-87.1250,14.3750,4.3276,4.5722,3.9854,4.2371,4.3652,3.1110,4.4991,3.5827,4.7339,4.7691,4.4509,4.9715,5.2311,4.7539,4.6458
357,-86.8750,14.3750,4.1682,4.3852,3.8817,3.9820,4.2896,3.5186,4.3719,3.4973,4.5953,4.6473,4.5964,4.7492,5.0419,4.5601,4.5034
364,-85.1250,14.3750,8.4277,8.3444,8.3656,8.1909,8.3543,8.0173,8.4747,7.6201,7.5752,9.2471,8.4261,8.9442,9.5189,8.4035,8.2994
374,-92.1250,14.6250,6.3515,6.9573,4.9970,5.4840,6.7953,8.2413,6.2015,7.2873,5.1193,7.7953,5.9743,6.4946,6.2765,7.5444,6.1014
375,-91.8750,14.6250,7.8915,8.7285,6.7055,6.7874,8.5868,9.3896,8.2556,8.7842,6.3662,9.7017,7.6668,8.2875,8.0469,9.2882,7.6962
376,-91.6250,14.6250,8.2583,9.3423,7.6413,7.4581,8.7282,9.8445,8.8224,9.3229,6.7306,10.4139,8.3217,8.8366,8.6520,9.7236,8.0999
377,-91.3750,14.6250,7.6807,8.6516,6.6635,6.8371,8.1574,8.8511,8.1598,9.0843,6.5116,9.4691,7.8085,8.1272,8.1973,8.8562,7.8737
378,-91.1250,14.6250,7.1058,7.9396,6.2822,6.3602,7.5621,8.2533,7.6664,8.1503,6.4057,8.7896,7.3521,7.5750,7.5377,8.0817,7.1752
379,-90.8750,14.6250,6.8064,7.4685,5.4492,5.9189,7.0012,7.8498,6.8352,7.2371,6.3042,8.2703,7.0569,7.0071,7.2647,7.2162,6.6340
380,-90.6250,14.6250,6.6721,7.4395,5.4689,5.8541,6.8128,7.3525,6.6617,7.0380,6.0665,7.8362,7.0226,6.9558,7.2632,7.1865,6.0620
381,-90.3750,14.6250,6.9035,7.8238,5.7899,6.1040,7.2317,7.4914,6.9402,7.2387,6.5842,8.1364,7.3958,7.0838,7.6976,7.4755,6.7746
382,-90.1250,14.6250,7.4879,8.4762,6.1861,6.8909,8.0359,7.8368,7.8474,7.5816,7.1169,8.2100,8.0477,7.5183,8.4197,7.9700,7.1214
383,-89.8750,14.6250,8.9664,9.3271,7.2703,8.4352,8.9024,8.9427,8.5091,8.9230,8.3397,9.4039,8.7786,8.5727,9.2318,8.3865,7.9450
384,-89.6250,14.6250,9.1871,9.4648,7.7129,8.4485,9.0063,9.1578,9.1184,8.9095,8.9118,9.4861,8.9535,8.9840,9.3553,8.4298,7.9923
385,-89.3750,14.6250,8.7100,9.3362,7.6549,8.3160,8.5667,8.8407,8.7627,8.4839,8.4533,9.3205,9.1758,9.0399,9.1521,8.3068,8.1752
386,-89.1250,14.6250,7.8924,8.4443,7.0878,7.3237,7.7774,7.4698,7.7134,7.3565,7.7324,8.8316,8.0661,8.3186,8.4550,7.3923,7.2984
387,-88.8750,14.6250,6.4302,7.0949,6.1786,6.3663,6.1821,6.3259,6.4965,6.1623,6.6580,7.5089,6.5250,6.9025,7.5848,6.3152,6.1473
388,-88.6250,14.6250,6.6794,6.9782,6.0691,6.2398,6.1190,6.0884,6.5734,5.9450,6.7193,7.1711,6.4582,6.8111,7.6982,6.2000,6.2353
389,-88.3750,14.6250,8.0802,8.2379,6.9620,7.7433,7.6814,7.0661,7.4896,6.6675,8.3097,8.2296,7.9475,8.1623,9.1396,7.3204,7.3707
390,-88.1250,14.6250,8.5374,8.6640,7.4945,8.0601,8.1102,7.2326,7.9832,6.4073,8.8188,8.7975,8.3674,8.6868,9.6941,8.1608,7.8310
394,-87.1250,14.6250,4.9815,5.0799,4.7585,4.8305,4.9172,3.9352,4.9052,3.8201,5.1244,5.7011,5.2373,5.7591,6.0524,5.3065,5.1782
395,-86.8750,14.6250,4.7354,4.8947,4.6671,4.6390,4.5767,3.9747,4.7047,3.6176,4.9306,5.3133,5.2253,5.5459,6.0233,4.9670,4.9640
413,-92.1250,14.8750,5.8941,6.6689,4.5750,5.2273,6.4974,6.9466,6.2896,6.6865,5.5150,7.3790,5.7126,6.2854,5.8169,6.8778,6.0072
414,-91.8750,14.8750,7.6264,8.7519,6.9347,6.9189,8.2202,8.8854,8.5485,8.5623,6.4804,9.6200,7.6772,8.3527,8.0682,8.6574,8.2716
415,-91.6250,14.8750,8.1464,9.6857,7.5112,7.5612,9.0598,9.6281,9.2231,9.6498,7.3705,10.3377,8.4946,9.0369,8.8693,9.7211,8.8927
416,-91.3750,14.8750,7.7099,9.0536,6.6389,7.5433,8.6026,9.4553,8.6458,8.7495,7.1018,9.7361,8.0228,8.4871,8.7002,8.8128,8.3643
417,-91.1250,14.8750,6.9258,8.5647,6.5822,7.3556,7.8857,8.7642,7.8915,8.1611,6.9002,8.9042,7.4822,7.7671,8.0523,8.0268,8.0454
418,-90.8750,14.8750,6.8215,7.6550,5.7724,7.0547,7.0988,7.7743,7.8313,7.2038,6.5870,8.2807,7.2257,7.0580,7.3276,6.9955,7.2422
419,-90.6250,14.8750,6.5735,7.3897,5.7203,6.3631,6.8243,7.4671,7.5174,6.9699,6.3516,7.9318,7.0640,6.8999,7.2470,6.7728,6.7396
420,-90.3750,14.8750,6.6880,7.7069,6.0322,6.4407,7.1259,7.3241,7.1099,7.0592,6.6635,7.8683,7.2294,6.8820,7.5545,6.9473,6.8566
421,-90.1250,14.8750,7.8405,8.5546,6.7941,7.1305,8.0047,7.7687,7.8659,7.2409,7.9883,8.6964,8.1130,7.8612,8.3959,7.5646,7.6350
422,-89.8750,14.8750,9.8934,10.0059,8.5722,9.1191,9.5047,9.6530,9.6390,9.6193,9.9244,10.3060,10.0549,9.2852,9.9326,8.8461,8.5381
423,-89.6250,14.8750,10.2608,10.5503,9.3107,9.3546,9.7651,10.0588,10.1958,9.3862,10.2305,10.6342,10.5813,10.2802,10.5909,9.2805,8.8117
424,-89.3750,14.8750,9.7731,9.9417,8.5389,8.3867,8.8365,9.5057,9.4865,8.5823,9.5658,9.8766,9.8014,10.1010,9.9136,8.8841,8.7401
425,-89.1250,14.8750,8.3210,8.9441,7.7594,7.8234,7.8691,8.1542,8.4144,7.4730,8.7510,9.0783,8.7271,9.0249,8.8811,7.9243,7.7163
426,-88.8750,14.8750,7.2769,7.6264,6.8239,6.6961,6.3874,6.2919,7.0381,6.4407,7.2238,8.0617,7.1792,7.4431,8.1123,6.6362,6.6605
427,-88.6250,14.8750,7.3111,7.4791,6.7025,6.5316,6.6034,6.3193,6.9671,6.2706,7.1864,7.9315,7.0037,7.4524,8.2446,6.4888,6.5680
433,-87.1250,14.8750,5.5663,5.2381,5.1628,5.2162,5.3790,4.3829,5.0517,3.8528,5.2995,6.2073,5.7470,6.0831,6.5452,5.4813,5.4119
454,-91.8750,15.1250,6.7022,7.9344,6.2164,5.8540,7.8610,7.8953,7.4530,7.5429,6.2092,8.4295,6.7520,7.4794,7.4201,7.4929,7.1801
455,-91.6250,15.1250,7.5728,9.1071,7.0946,7.8917,8.7939,9.0494,8.9008,9.1778,7.5783,9.7321,8.1976,8.5905,8.5710,8.6037,8.3682
456,-91.3750,15.1250,9.0116,9.9343,7.6575,9.0733,9.6243,10.7601,9.8619,9.2005,8.3739,10.8688,8.9692,9.7542,9.4811,8.9301,8.9539
457,-91.1250,15.1250,9.5938,10.3525,8.3704,9.2359,9.6673,10.6753,10.1642,9.2611,8.6003,10.9235,9.6101,10.0928,9.5225,9.3618,9.3014
458,-90.8750,15.1250,9.5392,9.8344,7.1826,8.9744,9.1757,10.0985,9.3924,8.9620,8.5509,10.2837,9.5703,9.6771,9.2012,8.5608,8.6650
459,-90.6250,15.1250,8.4688,9.2036,7.0025,7.9944,8.7157,9.1636,8.8928,8.3716,8.2975,9.4755,9.0880,8.8670,8.5757,8.1048,8.2814
460,-90.3750,15.1250,7.7481,8.2707,6.6281,6.7449,7.8396,7.7667,7.8744,7.4477,7.7478,8.4060,8.0556,7.3282,7.6805,7.1114,7.1843
461,-90.1250,15.1250,8.5492,9.0627,7.4453,7.9958,8.6349,8.4847,8.6648,8.0381,8.8727,9.1998,9.0003,8.7581,8.4398,7.9161,7.9275
462,-89.8750,15.1250,11.7070,12.1204,10.7997,10.2842,11.2123,11.0896,11.2994,10.7407,11.8233,12.3957,12.3493,11.6133,11.6588,11.0746,11.1229
463,-89.6250,15.1250,12.3907,13.0567,11.5669,10.7897,11.7949,11.2011,12.0702,10.6430,12.5323,13.3388,12.8503,12.7442,12.2177,11.5855,11.0870
464,-89.3750,15.1250,11.0129,11.2518,9.8533,9.3012,10.1821,9.4790,10.4300,9.3927,10.6906,11.4642,11.2121,11.1950,10.8856,10.0421,9.4029
466,-88.8750,15.1250,9.0916,9.0181,8.0623,7.4540,7.9393,7.3561,8.1224,7.1553,8.2882,9.1897,8.3838,8.9349,9.3697,8.0413,7.5574
493,-92.1250,15.3750,5.6463,6.8456,5.3777,5.6171,7.1636,6.7897,6.3796,6.3922,5.4722,7.6485,6.1625,6.4175,6.4793,6.8207,6.6680
494,-91.8750,15.3750,7.0250,8.0499,6.1891,6.9532,8.6119,8.6967,8.3261,8.1421,6.6965,8.7912,7.3676,8.1944,7.8840,7.8173,7.9152
495,-91.6250,15.3750,8.9867,10.0726,7.7345,9.0038,10.0888,10.7919,9.6033,9.5022,7.9269,10.8606,9.5884,10.4346,9.5489,9.3791,9.3230
496,-91.3750,15.3750,11.0617,12.1064,9.3734,11.0674,11.7513,12.4770,11.4174,10.6630,9.7862,12.8336,11.2698,12.4713,11.3700,11.2261,10.6899
497,-91.1250,15.3750,11.7541,13.1278,10.1980,11.4185,12.0562,13.0936,12.0291,11.0642,10.7566,13.2160,12.0662,12.7967,12.0765,12.0278,11.3428
498,-90.8750,15.3750,11.0583,11.7255,8.9932,10.4891,11.1724,11.9629,11.4438,10.4759,10.5037,12.0592,11.3137,11.7889,10.9007,10.7242,10.7432
533,-91.8750,15.6250,9.4177,10.2762,7.8174,9.1559,10.4867,10.6459,9.8352,9.5785,8.3519,10.7260,9.2704,10.9249,9.8994,9.7857,9.6889
534,-91.6250,15.6250,11.4065,13.1632,10.3937,11.5466,12.3119,12.5407,11.8124,11.1511,10.0911,12.8625,11.1246,13.8611,11.9139,13.3121,11.4842
535,-91.3750,15.6250,13.7539,16.8200,12.7218,14.2426,14.9144,15.8648,14.8343,13.5595,13.2793,15.9968,14.4272,16.8247,15.5018,15.7510,13.6889
536,-91.1250,15.6250,14.3528,17.0415,13.5503,14.0512,15.4297,16.4198,15.2545,13.0717,13.6265,16.2472,14.6708,16.8479,15.2142,16.1736,14.1762
537,-90.8750,15.6250,12.6266,13.6834,10.6906,11.9720,13.2635,13.5212,13.2539,12.2788,12.3940,13.8823,13.3449,14.4738,12.6913,13.4976,12.6492
571,-91.6250,15.8750,11.3098,13.2246,9.0410,11.1844,12.3164,12.3947,12.1394,10.7357,10.3786,12.5850,11.3098,13.6464,12.3534,12.8322,11.5545
572,-91.3750,15.8750,14.4269,16.2538,12.8385,14.2443,15.1548,15.5399,14.8689,12.9271,13.6417,15.3343,14.2442,16.8367,15.0011,15.6929,14.0256
573,-91.1250,15.8750,14.3884,17.1551,12.6417,14.6411,15.7380,14.7209,15.5735,13.2197,14.5418,15.4796,14.8728,17.0926,15.6993,15.6509,14.6208
574,-90.8750,15.8750,12.6682,14.2377,11.1028,11.8736,13.5330,13.3461,13.1854,12.3962,12.6118,14.1224,13.2846,14.7734,13.1382,13.6997,12.9936
