ID,Lon,Lat,ann_avg,p-ann_avg
86,-85.6250,11.1250,-0.1659,0.3635
87,-85.3750,11.1250,-0.1662,0.4603
88,-85.1250,11.1250,-0.1864,0.4603
89,-84.8750,11.1250,-0.2091,0.4603
90,-84.6250,11.1250,-0.2153,0.4603
91,-84.3750,11.1250,-0.2182,0.4265
95,-85.8750,11.3750,-0.1732,0.2560
96,-85.6250,11.3750,-0.1723,0.3066
97,-85.3750,11.3750,-0.1691,0.4603
98,-85.1250,11.3750,-0.1842,0.4955
99,-84.8750,11.3750,-0.2069,0.4265
100,-84.6250,11.3750,-0.2164,0.4603
105,-86.1250,11.6250,-0.1429,0.3066
106,-85.8750,11.6250,-0.1762,0.2330
107,-85.6250,11.6250,-0.1817,0.2560
108,-85.3750,11.6250,-0.1833,0.2560
109,-85.1250,11.6250,-0.2053,0.3942
110,-84.8750,11.6250,-0.2402,0.4603
111,-84.6250,11.6250,-0.2579,0.4265
117,-86.3750,11.8750,-0.1330,0.3343
118,-86.1250,11.8750,-0.1455,0.2805
119,-85.8750,11.8750,-0.1842,0.2330
120,-85.6250,11.8750,-0.1965,0.2330
121,-85.3750,11.8750,-0.2031,0.2560
122,-85.1250,11.8750,-0.2308,0.3066
123,-84.8750,11.8750,-0.2776,0.4603
130,-86.6250,12.1250,-0.1452,0.2560
131,-86.3750,12.1250,-0.1490,0.2330
132,-86.1250,12.1250,-0.1641,0.2560
133,-85.8750,12.1250,-0.1863,0.2115
134,-85.6250,12.1250,-0.2066,0.2115
135,-85.3750,12.1250,-0.2257,0.2115
136,-85.1250,12.1250,-0.2527,0.2330
137,-84.8750,12.1250,-0.2779,0.3635
145,-86.8750,12.3750,-0.1648,0.2115
146,-86.6250,12.3750,-0.1600,0.2115
147,-86.3750,12.3750,-0.1621,0.1914
148,-86.1250,12.3750,-0.1739,0.1556
149,-85.8750,12.3750,-0.1936,0.1398
150,-85.6250,12.3750,-0.2182,0.1398
151,-85.3750,12.3750,-0.2445,0.1914
152,-85.1250,12.3750,-0.2704,0.1914
153,-84.8750,12.3750,-0.2917,0.2330
161,-87.1250,12.6250,-0.1915,0.1914
162,-86.8750,12.6250,-0.1927,0.1728
163,-86.6250,12.6250,-0.1788,0.1728
164,-86.3750,12.6250,-0.1702,0.0995
165,-86.1250,12.6250,-0.1737,0.1118
166,-85.8750,12.6250,-0.1896,0.1252
167,-85.6250,12.6250,-0.2112,0.1252
168,-85.3750,12.6250,-0.2344,0.1398
169,-85.1250,12.6250,-0.2593,0.1914
176,-87.6250,12.8750,-0.1948,0.1556
177,-87.3750,12.8750,-0.2116,0.1556
178,-87.1250,12.8750,-0.2153,0.1728
179,-86.8750,12.8750,-0.2145,0.0995
180,-86.6250,12.8750,-0.1987,0.0884
181,-86.3750,12.8750,-0.1901,0.0995
182,-86.1250,12.8750,-0.1938,0.0884
183,-85.8750,12.8750,-0.2115,0.0884
184,-85.6250,12.8750,-0.2310,0.1118
185,-85.3750,12.8750,-0.2463,0.1252
186,-85.1250,12.8750,-0.2625,0.1728
199,-87.3750,13.1250,-0.2259,0.1252
200,-87.1250,13.1250,-0.2263,0.1118
201,-86.8750,13.1250,-0.2131,0.0884
202,-86.6250,13.1250,-0.2028,0.1252
203,-86.3750,13.1250,-0.2076,0.0884
204,-86.1250,13.1250,-0.2207,0.0884
205,-85.8750,13.1250,-0.2393,0.0783
206,-85.6250,13.1250,-0.2558,0.1118
207,-85.3750,13.1250,-0.2623,0.1252
208,-85.1250,13.1250,-0.2679,0.1556
209,-84.8750,13.1250,-0.2701,0.1728
218,-88.8750,13.3750,-0.2073,0.2115
219,-88.6250,13.3750,-0.2100,0.2115
220,-88.3750,13.3750,-0.2076,0.2115
221,-88.1250,13.3750,-0.2054,0.1914
222,-87.8750,13.3750,-0.2124,0.1252
224,-87.3750,13.3750,-0.2136,0.1398
225,-87.1250,13.3750,-0.2114,0.1398
226,-86.8750,13.3750,-0.2026,0.1398
227,-86.6250,13.3750,-0.2003,0.1252
228,-86.3750,13.3750,-0.2128,0.1118
229,-86.1250,13.3750,-0.2292,0.0884
230,-85.8750,13.3750,-0.2478,0.0995
231,-85.6250,13.3750,-0.2610,0.1398
241,-89.8750,13.6250,-0.1750,0.3066
242,-89.6250,13.6250,-0.1878,0.2330
243,-89.3750,13.6250,-0.2018,0.2330
244,-89.1250,13.6250,-0.2105,0.1914
245,-88.8750,13.6250,-0.2102,0.2115
246,-88.6250,13.6250,-0.2114,0.1914
247,-88.3750,13.6250,-0.2101,0.1556
248,-88.1250,13.6250,-0.2068,0.1728
249,-87.8750,13.6250,-0.2097,0.1252
250,-87.6250,13.6250,-0.2013,0.1252
251,-87.3750,13.6250,-0.1879,0.1118
252,-87.1250,13.6250,-0.1839,0.1398
253,-86.8750,13.6250,-0.1847,0.1556
254,-86.6250,13.6250,-0.1909,0.1556
255,-86.3750,13.6250,-0.2057,0.1556
256,-86.1250,13.6250,-0.2203,0.1556
257,-85.8750,13.6250,-0.2342,0.1398
258,-85.6250,13.6250,-0.2443,0.1398
271,-90.3750,13.8750,-0.2073,0.4265
272,-90.1250,13.8750,-0.2153,0.3635
273,-89.8750,13.8750,-0.2060,0.2805
274,-89.6250,13.8750,-0.2142,0.1728
275,-89.3750,13.8750,-0.2199,0.1398
276,-89.1250,13.8750,-0.2230,0.1556
277,-88.8750,13.8750,-0.2197,0.1914
278,-88.6250,13.8750,-0.2217,0.1398
279,-88.3750,13.8750,-0.2229,0.1252
280,-88.1250,13.8750,-0.2198,0.1252
281,-87.8750,13.8750,-0.2191,0.1118
282,-87.6250,13.8750,-0.2064,0.1118
283,-87.3750,13.8750,-0.1859,0.1118
284,-87.1250,13.8750,-0.1780,0.1398
285,-86.8750,13.8750,-0.1786,0.1728
286,-86.6250,13.8750,-0.1842,0.1914
287,-86.3750,13.8750,-0.1964,0.1914
288,-86.1250,13.8750,-0.2067,0.2115
289,-85.8750,13.8750,-0.2172,0.1728
290,-85.6250,13.8750,-0.2244,0.1914
291,-85.3750,13.8750,-0.2308,0.1728
292,-85.1250,13.8750,-0.2358,0.2330
301,-91.6250,14.1250,-0.1346,0.6092
302,-91.3750,14.1250,-0.1719,0.5321
303,-91.1250,14.1250,-0.2047,0.4603
304,-90.8750,14.1250,-0.2484,0.3635
305,-90.6250,14.1250,-0.2580,0.3343
306,-90.3750,14.1250,-0.2499,0.3343
307,-90.1250,14.1250,-0.2478,0.2805
308,-89.8750,14.1250,-0.2494,0.2115
309,-89.6250,14.1250,-0.2503,0.1556
310,-89.3750,14.1250,-0.2486,0.1398
311,-89.1250,14.1250,-0.2450,0.1118
312,-88.8750,14.1250,-0.2455,0.0884
313,-88.6250,14.1250,-0.2478,0.0884
314,-88.3750,14.1250,-0.2537,0.0884
315,-88.1250,14.1250,-0.2517,0.0884
316,-87.8750,14.1250,-0.2326,0.0884
318,-87.3750,14.1250,-0.1958,0.1252
319,-87.1250,14.1250,-0.1838,0.1556
320,-86.8750,14.1250,-0.1813,0.1728
321,-86.6250,14.1250,-0.1809,0.1914
322,-86.3750,14.1250,-0.1884,0.2115
323,-86.1250,14.1250,-0.1937,0.2455
324,-85.8750,14.1250,-0.1961,0.2330
325,-85.6250,14.1250,-0.2002,0.2330
326,-85.3750,14.1250,-0.2059,0.2330
327,-85.1250,14.1250,-0.2114,0.2805
328,-84.8750,14.1250,-0.2193,0.3066
337,-91.8750,14.3750,-0.1594,0.6092
338,-91.6250,14.3750,-0.1965,0.5321
339,-91.3750,14.3750,-0.2286,0.4265
340,-91.1250,14.3750,-0.2533,0.3635
341,-90.8750,14.3750,-0.2940,0.2805
342,-90.6250,14.3750,-0.3038,0.2115
343,-90.3750,14.3750,-0.2985,0.2115
344,-90.1250,14.3750,-0.3006,0.1556
345,-89.8750,14.3750,-0.3062,0.1556
346,-89.6250,14.3750,-0.3030,0.1556
347,-89.3750,14.3750,-0.2922,0.1118
348,-89.1250,14.3750,-0.2777,0.0783
349,-88.8750,14.3750,-0.2641,0.0884
350,-88.6250,14.3750,-0.2664,0.0884
351,-88.3750,14.3750,-0.2848,0.0783
352,-88.1250,14.3750,-0.2894,0.0884
353,-87.8750,14.3750,-0.2718,0.0884
355,-87.3750,14.3750,-0.2248,0.1252
356,-87.1250,14.3750,-0.2048,0.1556
357,-86.8750,14.3750,-0.1948,0.1728
364,-85.1250,14.3750,-0.1928,0.3066
374,-92.1250,14.6250,-0.1437,0.5321
375,-91.8750,14.6250,-0.2166,0.5321
376,-91.6250,14.6250,-0.2699,0.4265
377,-91.3750,14.6250,-0.2808,0.3343
378,-91.1250,14.6250,-0.2768,0.2115
379,-90.8750,14.6250,-0.2867,0.1556
380,-90.6250,14.6250,-0.2928,0.1398
381,-90.3750,14.6250,-0.3130,0.1252
382,-90.1250,14.6250,-0.3414,0.0995
383,-89.8750,14.6250,-0.3703,0.0884
384,-89.6250,14.6250,-0.3718,0.0691
385,-89.3750,14.6250,-0.3504,0.0609
386,-89.1250,14.6250,-0.3201,0.0609
387,-88.8750,14.6250,-0.2829,0.0783
388,-88.6250,14.6250,-0.2856,0.0783
389,-88.3750,14.6250,-0.3253,0.0609
390,-88.1250,14.6250,-0.3438,0.0535
394,-87.1250,14.6250,-0.2349,0.1398
395,-86.8750,14.6250,-0.2174,0.1556
413,-92.1250,14.8750,-0.1653,0.5321
414,-91.8750,14.8750,-0.2539,0.4265
415,-91.6250,14.8750,-0.3146,0.3635
416,-91.3750,14.8750,-0.3235,0.1556
417,-91.1250,14.8750,-0.3134,0.1252
418,-90.8750,14.8750,-0.3169,0.1398
419,-90.6250,14.8750,-0.3199,0.1118
420,-90.3750,14.8750,-0.3426,0.0783
421,-90.1250,14.8750,-0.3902,0.0691
422,-89.8750,14.8750,-0.4535,0.0468
423,-89.6250,14.8750,-0.4582,0.0609
424,-89.3750,14.8750,-0.4150,0.0535
425,-89.1250,14.8750,-0.3691,0.0691
426,-88.8750,14.8750,-0.3204,0.0535
427,-88.6250,14.8750,-0.3188,0.0535
433,-87.1250,14.8750,-0.2485,0.1252
454,-91.8750,15.1250,-0.2500,0.2330
455,-91.6250,15.1250,-0.3106,0.1556
456,-91.3750,15.1250,-0.3528,0.0995
457,-91.1250,15.1250,-0.3729,0.0995
458,-90.8750,15.1250,-0.4077,0.0884
459,-90.6250,15.1250,-0.4143,0.0783
460,-90.3750,15.1250,-0.4089,0.0691
461,-90.1250,15.1250,-0.4651,0.0468
462,-89.8750,15.1250,-0.5831,0.0409
463,-89.6250,15.1250,-0.5877,0.0356
464,-89.3750,15.1250,-0.5076,0.0409
466,-88.8750,15.1250,-0.3940,0.0535
493,-92.1250,15.3750,-0.2084,0.2330
494,-91.8750,15.3750,-0.2665,0.1252
495,-91.6250,15.3750,-0.3356,0.0995
496,-91.3750,15.3750,-0.4134,0.0995
497,-91.1250,15.3750,-0.4539,0.0995
498,-90.8750,15.3750,-0.4917,0.0884
533,-91.8750,15.6250,-0.3270,0.1252
534,-91.6250,15.6250,-0.4114,0.1118
535,-91.3750,15.6250,-0.5229,0.0995
536,-91.1250,15.6250,-0.5683,0.0783
537,-90.8750,15.6250,-0.5801,0.0609
571,-91.6250,15.8750,-0.4362,0.1118
572,-91.3750,15.8750,-0.5629,0.0783
573,-91.1250,15.8750,-0.6131,0.0535
574,-90.8750,15.8750,-0.6175,0.0609
