ID,Lon,Lat,onset_dy,p-onset_dy,end_dy,p-end_dy,duration,p-duration,intensity,p-intensity,min,p-min
24,-84.3750,9.6250,0.3489,0.7764,0.5733,0.8647,0.2245,0.8871,0.3801,0.6092,-0.6083,0.1118
25,-84.1250,9.6250,0.8711,0.6496,0.4267,0.8202,-0.4444,0.8647,0.4832,0.4265,-0.7386,0.1118
26,-83.8750,9.6250,1.0822,0.5136,-1.8578,0.3066,-2.9400,0.3343,0.4203,0.5321,-0.6783,0.2560
27,-83.6250,9.6250,1.1267,0.4603,-1.5222,0.6496,-2.6489,0.4603,0.5339,0.3343,-0.6868,0.2805
28,-83.3750,9.6250,0.0489,0.9096,-1.3111,0.4603,-1.3600,0.6909,0.5345,0.1556,-0.6142,0.2560
29,-83.1250,9.6250,-0.1733,0.9547,0.0422,0.2560,0.2156,0.8647,0.5545,0.1728,-0.5788,0.2560
31,-85.3750,9.8750,-0.5711,1.0000,0.8555,0.7299,1.4267,0.4955,0.3324,0.5321,-0.6785,0.2115
32,-85.1250,9.8750,-0.3200,0.8647,0.5156,0.7764,0.8356,0.5321,0.4261,0.4265,-0.7494,0.1914
34,-84.6250,9.8750,0.9911,0.5321,0.8022,0.7299,-0.1889,0.8647,0.4690,0.3066,-0.8088,0.1252
35,-84.3750,9.8750,0.3533,0.9096,0.5267,0.8203,0.1733,0.9547,0.4944,0.2560,-0.7998,0.1252
36,-84.1250,9.8750,0.7267,0.5701,0.9333,0.5321,0.2067,0.9547,0.5370,0.3066,-0.8517,0.1556
37,-83.8750,9.8750,1.0134,0.6092,-0.3844,0.3343,-1.3978,0.5701,0.4797,0.4955,-0.7692,0.2560
38,-83.6250,9.8750,0.7756,0.5701,0.6978,0.6092,-0.0778,0.6496,0.7322,0.1728,-0.8850,0.2330
39,-83.3750,9.8750,-0.5244,0.9547,1.3622,0.8203,1.8867,0.7333,0.8195,0.0995,-0.8690,0.2330
40,-83.1250,9.8750,-0.3378,0.6496,2.5578,0.6496,2.8956,0.4603,0.7099,0.0884,-0.7270,0.2330
42,-85.6250,10.1250,-0.8600,0.6909,0.2489,0.6002,1.1089,0.6496,0.1462,0.6092,-0.5628,0.0783
43,-85.3750,10.1250,-0.2289,0.6495,0.3356,0.6496,0.5644,0.6909,0.2238,0.5701,-0.5954,0.0884
45,-84.8750,10.1250,0.2911,0.6496,-0.6400,0.4603,-0.9311,0.6092,0.2373,0.7764,-0.8114,0.1556
46,-84.6250,10.1250,1.1422,0.3635,-0.2600,0.4955,-1.4022,0.4955,0.3561,0.4265,-0.8783,0.2115
47,-84.3750,10.1250,1.1445,0.2805,-0.6955,0.6092,-1.8400,0.5321,0.3511,0.6496,-0.7572,0.2330
48,-84.1250,10.1250,0.6311,0.3635,0.9689,0.8647,0.3378,0.9547,0.6181,0.1914,-0.9640,0.2115
49,-83.8750,10.1250,-1.1111,0.6092,4.9267,0.0884,6.0378,0.0962,0.9529,0.0609,-1.3369,0.1252
50,-83.6250,10.1250,-1.1733,0.6092,5.5489,0.0649,6.7222,0.0884,0.9235,0.0884,-1.3065,0.1556
51,-83.3750,10.1250,-1.8622,0.6092,5.0045,0.0995,6.8667,0.1252,0.8356,0.1398,-1.1648,0.2560
54,-85.6250,10.3750,-1.3356,0.4265,-0.5089,0.4326,0.8267,0.6092,-0.0145,0.9096,-0.5284,0.1118
55,-85.3750,10.3750,-1.2889,0.5701,-0.5844,0.2805,0.7045,0.7333,0.0854,0.8647,-0.5896,0.1398
56,-85.1250,10.3750,-0.8800,0.9547,-0.3156,0.6909,0.5644,0.8647,0.2513,0.4955,-0.7841,0.1118
57,-84.8750,10.3750,-0.0533,0.6496,-0.5489,0.2330,-0.4956,0.8647,0.3729,0.4265,-1.0564,0.1118
58,-84.6250,10.3750,0.4733,0.5701,0.3533,0.9547,-0.1200,0.9547,0.5208,0.1728,-1.1453,0.0995
59,-84.3750,10.3750,0.2733,0.4955,1.2178,0.8647,0.9444,0.9096,0.5426,0.2330,-1.0726,0.2330
60,-84.1250,10.3750,-0.5645,0.7764,4.1822,0.2560,4.7467,0.2330,0.7180,0.2330,-1.2361,0.3066
61,-83.8750,10.3750,-1.6644,0.6092,5.5533,0.0356,7.2178,0.0231,1.0832,0.0609,-1.7084,0.1118
62,-83.6250,10.3750,-2.1867,0.4603,5.8067,0.0468,7.9933,0.0609,1.0281,0.0884,-1.6243,0.1556
65,-85.6250,10.6250,-1.0778,0.6092,-0.3711,0.6092,0.7066,0.6496,0.0366,0.9547,-0.6547,0.0995
66,-85.3750,10.6250,-1.3422,0.4955,-0.3111,0.4955,1.0311,0.4955,0.1961,0.7764,-0.8253,0.0995
67,-85.1250,10.6250,0.0289,0.6496,0.2089,0.9096,0.1800,0.7333,0.3943,0.7333,-1.0786,0.0783
68,-84.8750,10.6250,-0.1111,0.4603,1.8600,0.3343,1.9711,0.7333,0.5582,0.1914,-1.3255,0.1118
69,-84.6250,10.6250,-1.2889,0.8647,2.8822,0.4603,4.1711,0.2805,0.6144,0.1556,-1.3757,0.2560
70,-84.3750,10.6250,-1.1000,0.9750,4.1733,0.2115,5.2734,0.1556,0.8798,0.0609,-1.5542,0.1728
71,-84.1250,10.6250,-1.8667,0.7119,6.6444,0.0535,8.5111,0.0409,1.2793,0.0199,-1.9874,0.1728
72,-83.8750,10.6250,-1.8044,0.7333,5.5022,0.0691,7.3067,0.0535,1.1182,0.0884,-1.9359,0.1118
73,-83.6250,10.6250,-3.3333,0.1728,5.8667,0.0268,9.2000,0.0199,1.2594,0.0309,-1.9837,0.1398
76,-85.6250,10.8750,-2.2667,0.2330,0.7089,0.7333,2.9755,0.2805,0.1289,0.6092,-0.8236,0.0609
77,-85.3750,10.8750,-1.5267,0.6496,1.3000,0.4265,2.8267,0.3066,0.2424,0.7764,-0.9751,0.0884
78,-85.1250,10.8750,-1.1867,1.0000,0.9933,0.5321,2.1800,0.4603,0.4917,0.1398,-1.2531,0.0884
79,-84.8750,10.8750,-1.4067,0.8647,2.4022,0.4955,3.8089,0.3343,0.5154,0.1398,-1.3747,0.1728
80,-84.6250,10.8750,-1.7289,0.8753,4.4800,0.1728,6.2089,0.2115,0.7838,0.0468,-1.6776,0.1728
81,-84.3750,10.8750,-1.6422,0.7333,6.0511,0.0409,7.6933,0.0609,1.1387,0.0356,-1.9700,0.1728
82,-84.1250,10.8750,-1.8022,0.8647,6.7222,0.0535,8.5244,0.0884,1.3669,0.0199,-2.1878,0.1728
83,-83.8750,10.8750,-2.8533,0.3343,4.8400,0.0884,7.6934,0.0783,1.0418,0.0535,-1.8189,0.2115
84,-83.6250,10.8750,-3.6000,0.1728,5.2933,0.0535,8.8934,0.0409,1.1287,0.0609,-1.7646,0.1914
86,-85.6250,11.1250,-2.1511,0.3066,0.0822,0.8647,2.2333,0.3635,0.0726,0.7764,-0.7432,0.1118
87,-85.3750,11.1250,-2.2444,0.5321,-0.2378,0.5701,2.0066,0.3942,0.2598,0.2560,-0.9148,0.1118
88,-85.1250,11.1250,-1.1267,0.8203,2.9800,0.1398,4.1067,0.3066,0.5240,0.0995,-1.2052,0.0995
89,-84.8750,11.1250,-1.0467,0.8647,3.2756,0.2560,4.3222,0.3635,0.4726,0.1914,-1.2990,0.1914
90,-84.6250,11.1250,-2.0289,0.6092,3.8933,0.1914,5.9222,0.1728,0.7790,0.0535,-1.6567,0.1914
91,-84.3750,11.1250,-1.9667,0.5700,4.7000,0.1914,6.6667,0.1118,1.0881,0.0535,-1.9781,0.2115
95,-85.8750,11.3750,-2.0867,0.2805,1.0467,0.7764,3.1333,0.2805,0.0128,0.9096,-0.7393,0.0884
96,-85.6250,11.3750,-2.4755,0.2805,0.8333,0.7764,3.3089,0.2560,0.1398,0.5701,-0.8536,0.0884
97,-85.3750,11.3750,-2.4267,0.3066,0.8800,0.8203,3.3067,0.2805,0.3060,0.1728,-1.0008,0.0691
98,-85.1250,11.3750,-1.9111,0.6092,2.0378,0.3635,3.9489,0.4265,0.4267,0.3066,-1.1604,0.1252
99,-84.8750,11.3750,-1.3066,1.0000,3.4000,0.2209,4.7066,0.3066,0.3752,0.1914,-1.2565,0.2330
100,-84.6250,11.3750,-1.7778,0.8203,3.5733,0.3635,5.3511,0.3066,0.6249,0.1118,-1.5458,0.2560
105,-86.1250,11.6250,-2.6867,0.1728,0.0733,0.4603,2.7600,0.2115,0.2430,0.4265,-0.7906,0.0231
106,-85.8750,11.6250,-2.3489,0.3343,1.5845,0.7333,3.9334,0.2115,0.0806,0.7333,-0.7851,0.0356
107,-85.6250,11.6250,-3.0756,0.1914,1.3711,0.7333,4.4467,0.1728,0.2116,0.3343,-0.9349,0.0535
108,-85.3750,11.6250,-2.5045,0.4265,0.4867,1.0000,2.9911,0.5321,0.1641,0.4603,-0.8923,0.0884
109,-85.1250,11.6250,-1.6267,0.7764,2.3644,0.3942,3.9911,0.3343,0.2405,0.5321,-1.0418,0.1728
110,-84.8750,11.6250,-1.3711,0.8647,2.5311,0.3486,3.9022,0.4265,0.2826,0.4603,-1.2748,0.2805
111,-84.6250,11.6250,-2.0844,0.4603,2.7533,0.4603,4.8378,0.3343,0.5277,0.2115,-1.5396,0.3343
117,-86.3750,11.8750,-3.3022,0.1252,0.6867,0.7764,3.9889,0.0609,0.2087,0.4265,-0.7151,0.0231
118,-86.1250,11.8750,-3.4111,0.0783,1.2333,0.5321,4.6444,0.0468,0.2402,0.4955,-0.7760,0.0231
119,-85.8750,11.8750,-2.3378,0.3343,1.6133,0.6909,3.9511,0.1252,0.1094,0.6092,-0.7901,0.0199
120,-85.6250,11.8750,-3.3111,0.1556,1.5089,0.5701,4.8200,0.1556,0.1450,0.4603,-0.8781,0.0535
121,-85.3750,11.8750,-2.3356,0.4954,1.6067,0.5894,3.9422,0.3635,0.1058,0.6092,-0.8783,0.0995
122,-85.1250,11.8750,-2.4844,0.4101,2.5289,0.3635,5.0133,0.3066,0.2054,0.5701,-1.0720,0.1728
123,-84.8750,11.8750,-1.7067,0.7333,2.4844,0.3343,4.1911,0.3942,0.2642,0.5701,-1.3058,0.3066
130,-86.6250,12.1250,-1.9289,0.4265,1.0733,0.5701,3.0022,0.2115,0.0665,0.7764,-0.6387,0.0199
131,-86.3750,12.1250,-1.8089,0.4955,0.6089,0.7119,2.4178,0.3343,0.1008,0.7333,-0.6719,0.0268
132,-86.1250,12.1250,-1.9844,0.3635,1.0756,0.2560,3.0600,0.1556,0.1489,0.7333,-0.7510,0.0231
133,-85.8750,12.1250,-2.5178,0.2115,-0.1333,0.9096,2.3844,0.3942,0.1587,0.6909,-0.8546,0.0146
134,-85.6250,12.1250,-3.3378,0.0691,1.1244,0.7764,4.4622,0.1556,0.1931,0.3942,-0.9522,0.0231
135,-85.3750,12.1250,-2.9244,0.3066,1.2467,0.3942,4.1711,0.3066,0.2530,0.1914,-1.0815,0.0609
136,-85.1250,12.1250,-2.2889,0.4265,0.5756,0.7333,2.8644,0.5321,0.2798,0.3635,-1.1664,0.1252
137,-84.8750,12.1250,-3.5511,0.1914,2.2444,0.4955,5.7955,0.2560,0.5187,0.2115,-1.5043,0.1556
145,-86.8750,12.3750,-1.3711,0.6092,0.8200,0.4326,2.1911,0.3343,0.0166,0.9096,-0.6411,0.0268
146,-86.6250,12.3750,-1.4622,0.5701,0.4178,0.4955,1.8800,0.4265,0.0398,0.9547,-0.6468,0.0199
147,-86.3750,12.3750,-1.1422,0.8203,0.6111,0.6092,1.7533,0.3066,0.0879,0.7764,-0.6839,0.0171
148,-86.1250,12.3750,-1.9444,0.3066,1.0045,0.3343,2.9489,0.1252,0.1782,0.7333,-0.7964,0.0125
149,-85.8750,12.3750,-2.3022,0.2559,0.6222,0.7764,2.9245,0.1728,0.1629,0.9096,-0.8661,0.0090
150,-85.6250,12.3750,-3.5578,0.0691,1.4911,0.7333,5.0489,0.0995,0.2250,0.2805,-0.9954,0.0268
151,-85.3750,12.3750,-2.5111,0.3343,1.5156,0.4955,4.0267,0.2805,0.2051,0.3066,-1.0477,0.0468
152,-85.1250,12.3750,-2.5355,0.4264,2.3733,0.3066,4.9089,0.2805,0.3966,0.1556,-1.2916,0.0691
153,-84.8750,12.3750,-2.4489,0.4603,2.6178,0.4603,5.0667,0.3635,0.4606,0.2115,-1.4474,0.1118
161,-87.1250,12.6250,-1.1422,0.5936,0.0711,0.8203,1.2133,0.5701,0.0466,0.7764,-0.7714,0.0171
162,-86.8750,12.6250,-0.8844,0.5701,0.2689,0.8647,1.1533,0.6496,0.0361,0.8203,-0.7313,0.0125
163,-86.6250,12.6250,-0.8489,0.6496,0.1644,0.9547,1.0133,0.4955,0.0282,1.0000,-0.6774,0.0106
164,-86.3750,12.6250,-1.4089,0.5321,0.6222,0.6092,2.0311,0.3343,0.0710,1.0000,-0.6708,0.0090
165,-86.1250,12.6250,-1.7066,0.3635,1.2178,0.3202,2.9244,0.1118,0.1521,0.7764,-0.7491,0.0090
166,-85.8750,12.6250,-1.9355,0.3942,0.7534,0.6909,2.6889,0.1556,0.1469,0.8203,-0.8080,0.0090
167,-85.6250,12.6250,-3.3200,0.0884,0.4444,0.8647,3.7644,0.0995,0.1742,0.4265,-0.8825,0.0268
168,-85.3750,12.6250,-2.6444,0.1914,2.2222,0.3486,4.8667,0.1556,0.2188,0.3343,-0.9882,0.0356
169,-85.1250,12.6250,-2.3422,0.4603,2.2000,0.3786,4.5422,0.2805,0.2939,0.2115,-1.1249,0.0609
176,-87.6250,12.8750,-1.6356,0.3942,1.2622,0.3635,2.8978,0.1914,0.0880,0.7764,-0.7548,0.0309
177,-87.3750,12.8750,0.0045,0.9547,0.6222,0.6909,0.6178,0.7333,-0.0302,0.7333,-0.7238,0.0268
178,-87.1250,12.8750,-0.7889,0.6092,0.0356,0.8203,0.8245,0.6092,-0.0383,0.8203,-0.7480,0.0171
179,-86.8750,12.8750,-0.2578,0.8647,-0.0800,0.8647,0.1778,0.6092,0.0107,0.7764,-0.7561,0.0076
180,-86.6250,12.8750,-0.4556,0.7333,0.3889,0.4955,0.8445,0.2805,0.0503,0.9547,-0.7327,0.0076
181,-86.3750,12.8750,-1.7511,0.3343,0.7067,0.4602,2.4578,0.1914,0.1447,0.8203,-0.7762,0.0076
182,-86.1250,12.8750,-1.2778,0.4955,0.3689,0.7333,1.6467,0.2560,0.1834,0.6496,-0.8134,0.0090
183,-85.8750,12.8750,-2.1222,0.2115,0.7511,0.7764,2.8733,0.1398,0.2063,0.5701,-0.8912,0.0125
184,-85.6250,12.8750,-2.9556,0.0995,1.7933,0.1728,4.7489,0.1118,0.2123,0.3942,-0.9443,0.0268
185,-85.3750,12.8750,-2.4044,0.2115,2.8889,0.1914,5.2933,0.1252,0.2676,0.2805,-1.0450,0.0356
186,-85.1250,12.8750,-2.5467,0.2330,1.9578,0.5701,4.5044,0.2805,0.2911,0.2115,-1.1096,0.0609
199,-87.3750,13.1250,-0.3134,0.8647,0.3622,1.0000,0.6756,0.7547,-0.0138,0.9096,-0.7411,0.0125
200,-87.1250,13.1250,-0.7600,0.5701,0.0533,0.7333,0.8133,0.5321,-0.0029,0.8647,-0.7555,0.0125
201,-86.8750,13.1250,-0.1667,0.7764,0.1689,1.0000,0.3356,0.6909,0.0369,0.8647,-0.7358,0.0090
202,-86.6250,13.1250,-0.9467,0.4603,0.7089,0.5701,1.6556,0.2805,0.1318,0.6092,-0.7814,0.0076
203,-86.3750,13.1250,-1.5400,0.4955,1.0467,0.5321,2.5867,0.1556,0.2636,0.3942,-0.8996,0.0106
204,-86.1250,13.1250,-2.0667,0.3066,1.9533,0.3343,4.0200,0.1728,0.3567,0.3343,-1.0234,0.0125
205,-85.8750,13.1250,-2.3822,0.1556,2.4622,0.2560,4.8445,0.1398,0.3889,0.2805,-1.1527,0.0146
206,-85.6250,13.1250,-2.7244,0.1728,3.5844,0.0783,6.3089,0.0535,0.4826,0.0995,-1.3073,0.0171
207,-85.3750,13.1250,-2.6778,0.1914,2.8133,0.3343,5.4911,0.1914,0.4291,0.0995,-1.2670,0.0309
208,-85.1250,13.1250,-2.8155,0.2330,3.1667,0.3942,5.9822,0.1914,0.4818,0.1398,-1.3148,0.0995
209,-84.8750,13.1250,-3.4000,0.1252,3.6667,0.2805,7.0667,0.1118,0.7094,0.0409,-1.5204,0.0884
218,-88.8750,13.3750,-3.8978,0.0468,4.3400,0.0535,8.2378,0.0171,0.7309,0.0309,-1.3682,0.0171
219,-88.6250,13.3750,-3.8244,0.0783,4.1444,0.0535,7.9689,0.0171,0.7131,0.0309,-1.3642,0.0125
220,-88.3750,13.3750,-3.4956,0.1252,2.2400,0.1556,5.7356,0.0995,0.4709,0.0691,-1.1032,0.0146
221,-88.1250,13.3750,-3.5089,0.0884,1.9689,0.1914,5.4778,0.0783,0.4018,0.1118,-1.0057,0.0171
222,-87.8750,13.3750,-2.4133,0.2560,1.8756,0.2329,4.2889,0.1118,0.2342,0.4265,-0.9094,0.0199
224,-87.3750,13.3750,-0.6178,0.6909,0.4133,0.5701,1.0311,0.5936,0.0652,0.8203,-0.7460,0.0171
225,-87.1250,13.3750,-0.8022,0.8203,0.8844,0.1914,1.6867,0.3343,0.0722,0.6909,-0.7409,0.0076
226,-86.8750,13.3750,-1.0689,0.5321,1.1911,0.4603,2.2600,0.2330,0.1696,0.4603,-0.7946,0.0054
227,-86.6250,13.3750,-0.7267,0.5321,1.4111,0.2330,2.1378,0.1556,0.2808,0.4265,-0.8842,0.0054
228,-86.3750,13.3750,-2.0289,0.3635,1.3400,0.4955,3.3689,0.2115,0.3475,0.2805,-0.9681,0.0076
229,-86.1250,13.3750,-1.8822,0.2330,4.2556,0.1118,6.1378,0.0884,0.5083,0.1398,-1.1856,0.0125
230,-85.8750,13.3750,-3.1689,0.0832,4.6022,0.0691,7.7711,0.0409,0.6061,0.0691,-1.3815,0.0146
231,-85.6250,13.3750,-3.1155,0.0609,4.1022,0.1914,7.2178,0.0609,0.5803,0.0691,-1.4072,0.0356
241,-89.8750,13.6250,-0.7222,0.7333,4.0089,0.0356,4.7311,0.0995,0.6934,0.0884,-1.0881,0.0409
242,-89.6250,13.6250,-3.3778,0.1398,5.3000,0.0268,8.6778,0.0356,0.8228,0.0090,-1.3112,0.0171
243,-89.3750,13.6250,-4.6200,0.0409,6.2267,0.0125,10.8467,0.0064,0.9725,0.0054,-1.5733,0.0106
244,-89.1250,13.6250,-4.3067,0.0609,6.0467,0.0199,10.3534,0.0076,0.9680,0.0090,-1.6243,0.0106
245,-88.8750,13.6250,-4.4689,0.0535,4.4622,0.0535,8.9311,0.0171,0.8192,0.0146,-1.4821,0.0146
246,-88.6250,13.6250,-4.6978,0.0468,4.2178,0.1118,8.9156,0.0231,0.7698,0.0309,-1.4378,0.0106
247,-88.3750,13.6250,-4.0733,0.0691,3.4422,0.0995,7.5156,0.0268,0.6923,0.0409,-1.3382,0.0076
248,-88.1250,13.6250,-3.4844,0.1252,4.0200,0.0609,7.5045,0.0268,0.6232,0.0309,-1.2333,0.0064
249,-87.8750,13.6250,-3.7889,0.0356,1.9067,0.2805,5.6956,0.0468,0.2909,0.2560,-0.9566,0.0125
250,-87.6250,13.6250,-2.5711,0.2115,2.3511,0.0995,4.9222,0.0783,0.2587,0.4265,-0.8754,0.0064
251,-87.3750,13.6250,-1.6711,0.3066,1.8511,0.1556,3.5222,0.1398,0.2161,0.4265,-0.7775,0.0090
252,-87.1250,13.6250,-1.3733,0.3786,1.4600,0.2330,2.8333,0.1728,0.1765,0.4955,-0.7161,0.0054
253,-86.8750,13.6250,-1.0111,0.6092,2.0444,0.1398,3.0556,0.1118,0.2520,0.3343,-0.7918,0.0054
254,-86.6250,13.6250,-1.4378,0.5701,2.0689,0.3066,3.5067,0.2115,0.3742,0.2330,-0.9208,0.0045
255,-86.3750,13.6250,-2.4667,0.3635,3.8378,0.0783,6.3045,0.0884,0.5384,0.0691,-1.1266,0.0038
256,-86.1250,13.6250,-2.6622,0.2115,3.5045,0.1556,6.1667,0.1118,0.5595,0.1118,-1.2144,0.0076
257,-85.8750,13.6250,-3.1289,0.1398,3.3156,0.3066,6.4445,0.0884,0.5568,0.1252,-1.2715,0.0146
258,-85.6250,13.6250,-3.3067,0.1728,4.4511,0.1398,7.7578,0.0609,0.6298,0.0884,-1.3903,0.0309
271,-90.3750,13.8750,-0.9089,0.8203,2.5267,0.0125,3.4356,0.2560,0.8741,0.1252,-1.1697,0.0609
272,-90.1250,13.8750,-1.5244,0.4603,2.9578,0.0171,4.4822,0.0995,0.8724,0.0691,-1.2360,0.0409
273,-89.8750,13.8750,-1.6756,0.6496,3.3978,0.0409,5.0733,0.0609,0.8178,0.0468,-1.2437,0.0268
274,-89.6250,13.8750,-2.9444,0.2115,6.4911,0.0090,9.4355,0.0090,1.0283,0.0026,-1.5545,0.0106
275,-89.3750,13.8750,-4.3245,0.0535,7.1067,0.0045,11.4311,0.0090,1.0528,0.0064,-1.6967,0.0125
276,-89.1250,13.8750,-4.9311,0.0268,6.4733,0.0064,11.4045,0.0064,1.0851,0.0064,-1.7897,0.0090
277,-88.8750,13.8750,-5.0156,0.0171,5.5400,0.0146,10.5556,0.0125,0.9221,0.0090,-1.6289,0.0076
278,-88.6250,13.8750,-4.9444,0.0409,5.3022,0.0199,10.2467,0.0090,0.8720,0.0146,-1.5884,0.0090
279,-88.3750,13.8750,-4.8756,0.0231,3.4467,0.1117,8.3222,0.0309,0.7823,0.0231,-1.4930,0.0090
280,-88.1250,13.8750,-3.6956,0.0884,2.9178,0.1819,6.6133,0.0409,0.6330,0.0409,-1.3102,0.0090
281,-87.8750,13.8750,-3.6156,0.0535,3.3733,0.0783,6.9889,0.0309,0.4626,0.1252,-1.1906,0.0064
282,-87.6250,13.8750,-3.0711,0.0884,2.2645,0.1640,5.3356,0.0468,0.3452,0.2115,-0.9891,0.0090
283,-87.3750,13.8750,-1.8267,0.4955,1.9178,0.2115,3.7444,0.2559,0.2571,0.2115,-0.8056,0.0090
284,-87.1250,13.8750,-1.3489,0.5321,1.9778,0.2115,3.3267,0.3066,0.2714,0.2560,-0.7785,0.0064
285,-86.8750,13.8750,-0.9644,0.5321,2.1600,0.3343,3.1244,0.2805,0.3203,0.1914,-0.8296,0.0054
286,-86.6250,13.8750,-1.4778,0.5701,3.5044,0.1252,4.9822,0.1914,0.4704,0.0783,-0.9972,0.0031
287,-86.3750,13.8750,-2.2800,0.2560,3.3689,0.1914,5.6489,0.1252,0.5144,0.0884,-1.0886,0.0076
288,-86.1250,13.8750,-2.6311,0.2330,4.0667,0.0883,6.6978,0.0884,0.6373,0.0468,-1.2629,0.0064
289,-85.8750,13.8750,-2.2889,0.2805,4.0689,0.1252,6.3578,0.0995,0.6273,0.0691,-1.2898,0.0106
290,-85.6250,13.8750,-2.2667,0.3942,3.9467,0.1728,6.2133,0.1118,0.6494,0.0783,-1.3407,0.0356
291,-85.3750,13.8750,-2.0978,0.2805,5.4422,0.0995,7.5400,0.0995,0.7701,0.0309,-1.4735,0.0268
292,-85.1250,13.8750,-2.2800,0.2805,4.0822,0.3942,6.3622,0.2330,0.7173,0.0409,-1.4218,0.0691
301,-91.6250,14.1250,-1.7155,0.5321,2.3267,0.0609,4.0422,0.1728,1.1523,0.0884,-1.0929,0.0468
302,-91.3750,14.1250,-1.3756,0.6092,2.3289,0.0309,3.7044,0.1556,1.2213,0.0783,-1.1738,0.0535
303,-91.1250,14.1250,-0.6422,0.8647,2.7333,0.0268,3.3755,0.2805,1.2340,0.0609,-1.2449,0.0535
304,-90.8750,14.1250,-0.9289,0.7333,3.1267,0.0231,4.0555,0.2560,1.0569,0.1914,-1.2723,0.0609
305,-90.6250,14.1250,-0.5911,0.7764,2.9067,0.0171,3.4978,0.2805,1.0232,0.1252,-1.3106,0.0409
306,-90.3750,14.1250,-1.5644,0.3627,3.1133,0.0125,4.6778,0.0691,1.0101,0.0609,-1.3725,0.0231
307,-90.1250,14.1250,-1.1222,0.5936,3.1422,0.0124,4.2644,0.0995,0.8635,0.0468,-1.2949,0.0309
308,-89.8750,14.1250,-2.5445,0.2115,3.2222,0.0468,5.7667,0.0468,0.9533,0.0125,-1.4806,0.0146
309,-89.6250,14.1250,-2.8400,0.1728,4.8289,0.0171,7.6689,0.0231,0.9387,0.0125,-1.5616,0.0076
310,-89.3750,14.1250,-4.0822,0.0995,5.6378,0.0231,9.7200,0.0125,1.0439,0.0064,-1.7527,0.0076
311,-89.1250,14.1250,-4.0467,0.0995,5.4934,0.0146,9.5400,0.0106,1.0136,0.0064,-1.7735,0.0064
312,-88.8750,14.1250,-4.2911,0.0783,5.3556,0.0146,9.6467,0.0171,0.8768,0.0146,-1.7229,0.0076
313,-88.6250,14.1250,-3.8467,0.0884,5.0200,0.0267,8.8667,0.0199,0.8023,0.0146,-1.6930,0.0076
314,-88.3750,14.1250,-3.7800,0.0735,5.6178,0.0090,9.3978,0.0199,0.8657,0.0171,-1.8009,0.0045
315,-88.1250,14.1250,-4.4889,0.0691,5.0400,0.0199,9.5289,0.0231,0.7486,0.0309,-1.6673,0.0054
316,-87.8750,14.1250,-2.8800,0.2115,4.1711,0.0500,7.0511,0.0468,0.7282,0.0356,-1.4483,0.0054
318,-87.3750,14.1250,-2.8511,0.1398,2.8600,0.1556,5.7111,0.0409,0.5094,0.0535,-1.0425,0.0038
319,-87.1250,14.1250,-2.4445,0.1322,3.7022,0.0609,6.1467,0.0535,0.5099,0.0783,-0.9960,0.0031
320,-86.8750,14.1250,-1.5667,0.3342,4.2867,0.0468,5.8533,0.0409,0.4838,0.0691,-0.9781,0.0026
321,-86.6250,14.1250,-1.9511,0.3635,5.1622,0.0199,7.1133,0.0199,0.5421,0.0691,-1.0602,0.0018
