ID,Lon,Lat,onset_dy,p-onset_dy,end_dy,p-end_dy,duration,p-duration,intensity,p-intensity,min,p-min
318,-87.3750,14.1250,-2.4267,0.2330,4.1311,0.0268,6.5578,0.0309,0.5267,0.0268,-0.8823,0.0054
319,-87.1250,14.1250,-2.1867,0.3003,5.0445,0.0199,7.2311,0.0106,0.5021,0.0468,-0.8505,0.0022
320,-86.8750,14.1250,-1.9022,0.3343,4.7844,0.0409,6.6867,0.0268,0.4647,0.0995,-0.8558,0.0010
321,-86.6250,14.1250,-2.0244,0.2933,5.0266,0.0268,7.0511,0.0268,0.4430,0.1728,-0.8819,0.0015
322,-86.3750,14.1250,-2.3156,0.1252,3.5111,0.2330,5.8267,0.1556,0.3569,0.3635,-0.8600,0.0038
323,-86.1250,14.1250,-2.0889,0.1398,2.2444,0.5701,4.3333,0.2805,0.3198,0.3343,-0.8623,0.0076
324,-85.8750,14.1250,-0.9400,0.5701,1.8400,0.5700,2.7800,0.2805,0.3044,0.2115,-0.8512,0.0171
325,-85.6250,14.1250,-1.6645,0.2805,1.5222,0.4603,3.1867,0.2805,0.3187,0.2330,-0.8686,0.0125
326,-85.3750,14.1250,-1.8000,0.2560,3.5200,0.1118,5.3200,0.0783,0.4911,0.0995,-1.0468,0.0146
327,-85.1250,14.1250,-1.4400,0.4955,4.1400,0.0783,5.5800,0.1118,0.4833,0.1398,-1.0457,0.0309
328,-84.8750,14.1250,-1.6045,0.4602,4.8511,0.0409,6.4556,0.0609,0.6613,0.0783,-1.2489,0.0309
337,-91.8750,14.3750,-1.9933,0.6092,2.6289,0.1397,4.6222,0.1556,0.7198,0.3066,-1.1794,0.0309
338,-91.6250,14.3750,-2.4333,0.1556,3.2422,0.0783,5.6756,0.0609,0.7837,0.2330,-1.2934,0.0268
339,-91.3750,14.3750,-2.8222,0.1252,3.4222,0.0535,6.2444,0.0268,0.8472,0.2115,-1.4002,0.0146
340,-91.1250,14.3750,-2.4067,0.1252,3.6800,0.0468,6.0867,0.0309,0.8945,0.1398,-1.4120,0.0231
341,-90.8750,14.3750,-1.5044,0.3066,4.5844,0.0199,6.0889,0.0309,0.7992,0.2330,-1.3466,0.0199
342,-90.6250,14.3750,-0.9467,0.4603,4.4267,0.0146,5.3734,0.0609,0.7644,0.2115,-1.2676,0.0199
343,-90.3750,14.3750,-0.6422,0.4954,4.5578,0.0125,5.2000,0.0214,0.6871,0.0995,-1.1730,0.0309
344,-90.1250,14.3750,-1.3955,0.4265,4.4578,0.0309,5.8533,0.0199,0.7085,0.0409,-1.2110,0.0199
345,-89.8750,14.3750,-1.7711,0.4431,5.2622,0.0064,7.0333,0.0064,0.8967,0.0090,-1.4457,0.0146
346,-89.6250,14.3750,-2.3889,0.0884,5.1867,0.0146,7.5756,0.0076,0.9238,0.0125,-1.5265,0.0125
347,-89.3750,14.3750,-3.9156,0.0268,5.9045,0.0090,9.8200,0.0018,1.0644,0.0031,-1.7144,0.0064
348,-89.1250,14.3750,-4.8822,0.0054,4.8556,0.0268,9.7378,0.0031,1.0477,0.0026,-1.7083,0.0064
349,-88.8750,14.3750,-5.0933,0.0045,4.6778,0.0268,9.7711,0.0026,0.8686,0.0022,-1.5652,0.0076
350,-88.6250,14.3750,-5.1022,0.0076,4.2333,0.0231,9.3355,0.0045,0.8136,0.0064,-1.5435,0.0076
351,-88.3750,14.3750,-5.1000,0.0031,3.7778,0.0535,8.8778,0.0076,0.6725,0.0106,-1.5163,0.0106
352,-88.1250,14.3750,-5.3733,0.0026,3.8311,0.0468,9.2044,0.0076,0.6581,0.0171,-1.5229,0.0106
353,-87.8750,14.3750,-4.5111,0.0076,5.3000,0.0106,9.8111,0.0038,0.7996,0.0106,-1.5068,0.0054
355,-87.3750,14.3750,-2.2800,0.0995,4.9978,0.0309,7.2778,0.0171,0.5908,0.0356,-1.0915,0.0038
356,-87.1250,14.3750,-1.2978,0.6496,4.6822,0.0468,5.9800,0.1252,0.4833,0.0995,-0.9515,0.0026
357,-86.8750,14.3750,-2.1156,0.3066,5.2067,0.0468,7.3222,0.0199,0.4635,0.0409,-0.9466,0.0026
364,-85.1250,14.3750,-0.7422,0.6909,4.2867,0.0884,5.0289,0.1398,0.5813,0.1118,-1.1105,0.0171
374,-92.1250,14.6250,-1.4489,0.6495,3.1933,0.0268,4.6422,0.0884,0.7830,0.2805,-1.1577,0.0309
375,-91.8750,14.6250,-2.5711,0.1914,3.4889,0.0309,6.0600,0.0468,0.8467,0.2805,-1.4427,0.0199
376,-91.6250,14.6250,-1.9355,0.4603,4.8267,0.0106,6.7622,0.0231,0.8644,0.2805,-1.5948,0.0231
377,-91.3750,14.6250,-1.7867,0.6909,4.5511,0.0125,6.3378,0.0231,0.7160,0.3343,-1.4904,0.0146
378,-91.1250,14.6250,-1.4089,0.3942,4.7089,0.0125,6.1178,0.0199,0.6156,0.2805,-1.3360,0.0146
379,-90.8750,14.6250,-1.9467,0.3635,5.6467,0.0090,7.5933,0.0171,0.5428,0.2115,-1.2496,0.0146
380,-90.6250,14.6250,-1.5556,0.5321,4.8133,0.0146,6.3689,0.0199,0.4575,0.1914,-1.1067,0.0231
381,-90.3750,14.6250,-1.6911,0.2559,4.6822,0.0146,6.3733,0.0106,0.5105,0.1556,-1.1271,0.0199
382,-90.1250,14.6250,-1.5178,0.3786,5.0867,0.0076,6.6044,0.0146,0.6604,0.0609,-1.2876,0.0171
383,-89.8750,14.6250,-1.6045,0.4264,5.2000,0.0064,6.8045,0.0231,0.8554,0.0125,-1.5837,0.0146
384,-89.6250,14.6250,-2.0044,0.3635,4.7289,0.0125,6.7333,0.0199,0.8502,0.0146,-1.6119,0.0171
385,-89.3750,14.6250,-3.8400,0.0199,5.7022,0.0076,9.5422,0.0038,1.0359,0.0031,-1.8159,0.0064
386,-89.1250,14.6250,-3.9067,0.0171,4.9422,0.0106,8.8489,0.0064,0.8551,0.0064,-1.5940,0.0054
387,-88.8750,14.6250,-4.3756,0.0125,4.8645,0.0090,9.2400,0.0018,0.7659,0.0054,-1.4603,0.0038
388,-88.6250,14.6250,-5.0000,0.0076,5.1467,0.0090,10.1467,0.0015,0.7634,0.0090,-1.5183,0.0031
389,-88.3750,14.6250,-5.0133,0.0090,4.9600,0.0090,9.9733,0.0026,0.6774,0.0146,-1.6817,0.0054
390,-88.1250,14.6250,-3.6200,0.0408,4.2644,0.0231,7.8845,0.0125,0.5566,0.0199,-1.6582,0.0146
394,-87.1250,14.6250,-2.2000,0.3066,4.4689,0.0884,6.6689,0.0783,0.4407,0.1556,-1.0736,0.0038
395,-86.8750,14.6250,-1.9311,0.3635,4.0689,0.1398,6.0000,0.1556,0.4049,0.2115,-1.0131,0.0031
413,-92.1250,14.8750,-1.0178,0.9096,3.2489,0.0199,4.2667,0.1118,0.7672,0.2330,-1.1470,0.0171
414,-91.8750,14.8750,-1.4800,0.4101,3.2378,0.0535,4.7178,0.1556,0.8123,0.3343,-1.4697,0.0106
415,-91.6250,14.8750,-1.8578,0.3066,3.8089,0.0171,5.6667,0.0535,0.7760,0.3942,-1.6142,0.0146
416,-91.3750,14.8750,-1.6689,0.4603,4.9000,0.0268,6.5689,0.0309,0.6672,0.3343,-1.5665,0.0146
417,-91.1250,14.8750,-1.7422,0.5321,5.1156,0.0031,6.8577,0.0026,0.5952,0.2560,-1.4595,0.0064
418,-90.8750,14.8750,-2.0889,0.2441,5.4111,0.0090,7.5000,0.0054,0.4484,0.3942,-1.2843,0.0076
419,-90.6250,14.8750,-1.9600,0.4265,5.4067,0.0064,7.3667,0.0106,0.4270,0.2805,-1.1845,0.0106
420,-90.3750,14.8750,-2.2156,0.2115,5.4800,0.0064,7.6955,0.0045,0.6327,0.0609,-1.3059,0.0090
421,-90.1250,14.8750,-1.5378,0.4264,5.9622,0.0064,7.5000,0.0064,0.7214,0.0468,-1.4300,0.0090
422,-89.8750,14.8750,-1.3956,0.4602,5.0911,0.0125,6.4866,0.0468,0.7914,0.0356,-1.7098,0.0171
423,-89.6250,14.8750,-1.9889,0.2805,5.9489,0.0146,7.9378,0.0199,0.9015,0.0106,-1.8786,0.0125
424,-89.3750,14.8750,-3.8978,0.0231,5.8445,0.0054,9.7422,0.0038,1.0049,0.0125,-1.9441,0.0045
425,-89.1250,14.8750,-4.5911,0.0125,5.8689,0.0038,10.4600,0.0031,0.9576,0.0090,-1.8124,0.0031
426,-88.8750,14.8750,-4.7822,0.0409,5.0378,0.0076,9.8200,0.0031,0.7921,0.0090,-1.5879,0.0022
427,-88.6250,14.8750,-4.6000,0.0125,4.7311,0.0158,9.3311,0.0064,0.6899,0.0171,-1.5582,0.0038
433,-87.1250,14.8750,-2.0267,0.1728,4.9600,0.0609,6.9867,0.0535,0.3671,0.2805,-1.1224,0.0038
454,-91.8750,15.1250,-1.2889,0.6496,4.2511,0.0171,5.5400,0.0356,0.6665,0.3343,-1.3755,0.0125
455,-91.6250,15.1250,-1.3844,0.4776,5.4489,0.0054,6.8333,0.0106,0.7721,0.2330,-1.6893,0.0076
456,-91.3750,15.1250,-2.0022,0.4955,6.3822,0.0045,8.3844,0.0125,0.8376,0.1398,-1.9237,0.0076
457,-91.1250,15.1250,-2.3378,0.1640,6.2022,0.0090,8.5400,0.0076,0.8634,0.0691,-1.9830,0.0031
458,-90.8750,15.1250,-2.5000,0.2560,6.2911,0.0090,8.7911,0.0076,0.7334,0.1252,-1.7957,0.0064
459,-90.6250,15.1250,-2.1644,0.3305,7.1533,0.0045,9.3178,0.0076,0.7539,0.0783,-1.6847,0.0064
460,-90.3750,15.1250,-1.4378,0.5701,6.1378,0.0106,7.5755,0.0076,0.6647,0.0609,-1.4366,0.0090
461,-90.1250,15.1250,-1.7578,0.3342,5.8244,0.0106,7.5822,0.0158,0.8147,0.0309,-1.6642,0.0090
462,-89.8750,15.1250,-2.7911,0.0884,6.6511,0.0031,9.4422,0.0090,0.9996,0.0199,-2.3068,0.0076
463,-89.6250,15.1250,-2.9844,0.0248,6.7556,0.0038,9.7400,0.0054,1.0869,0.0146,-2.5090,0.0045
464,-89.3750,15.1250,-3.8111,0.0171,6.6711,0.0045,10.4822,0.0022,1.0170,0.0064,-2.2639,0.0031
466,-88.8750,15.1250,-4.3666,0.0231,6.1978,0.0043,10.5644,0.0022,0.8341,0.0090,-1.8950,0.0026
493,-92.1250,15.3750,-2.4178,0.0884,4.2800,0.0054,6.6978,0.0064,0.6932,0.1728,-1.2252,0.0054
494,-91.8750,15.3750,-1.4689,0.4603,5.5756,0.0038,7.0444,0.0054,0.7115,0.3066,-1.4885,0.0090
495,-91.6250,15.3750,-2.2800,0.1914,6.5422,0.0054,8.8222,0.0064,0.7880,0.2115,-1.8474,0.0090
496,-91.3750,15.3750,-2.6889,0.0995,6.0822,0.0106,8.7711,0.0038,0.8714,0.1252,-2.2459,0.0064
497,-91.1250,15.3750,-2.1845,0.3942,7.4556,0.0023,9.6400,0.0015,1.0118,0.0468,-2.4439,0.0031
498,-90.8750,15.3750,-2.1778,0.4955,6.0778,0.0007,8.2556,0.0054,0.8655,0.1398,-2.1419,0.0054
533,-91.8750,15.6250,-2.3689,0.2115,5.1534,0.0356,7.5222,0.0090,0.7773,0.3343,-1.7570,0.0146
534,-91.6250,15.6250,-3.0178,0.0832,7.3244,0.0045,10.3422,0.0018,1.0829,0.1118,-2.4363,0.0031
535,-91.3750,15.6250,-2.2933,0.1118,7.5956,0.0022,9.8889,0.0018,1.3494,0.0309,-3.1612,0.0045
536,-91.1250,15.6250,-2.4178,0.1118,7.9467,0.0031,10.3644,0.0012,1.2527,0.0609,-3.0817,0.0045
537,-90.8750,15.6250,-1.7778,0.5321,6.0400,0.0064,7.8178,0.0015,0.9778,0.1118,-2.4355,0.0090
571,-91.6250,15.8750,-2.1244,0.2330,6.3733,0.0064,8.4978,0.0054,0.9034,0.2330,-2.2612,0.0064
572,-91.3750,15.8750,-2.1689,0.1914,7.0556,0.0026,9.2245,0.0038,1.1569,0.0691,-2.9748,0.0045
573,-91.1250,15.8750,-2.5889,0.1728,8.0333,0.0018,10.6222,0.0026,1.2701,0.0409,-3.1212,0.0031
574,-90.8750,15.8750,-1.5045,0.7333,6.8978,0.0076,8.4023,0.0026,1.0421,0.1252,-2.5068,0.0064
