ID,Lon,Lat,gfdl-esm2g,canesm2,cnrm-cm5,csiro-mk3-6-0,inmcm4,miroc5,mpi-esm-lr,mri-cgcm3,ccsm4,noresm1-m,bcc-csm1-1,ipsl-cm5a-lr,ipsl-cm5a-mr,gfdl-cm3,gfdl-esm2m
151,-85.3750,12.3750,12.0506,11.1322,13.0865,14.2193,11.8255,13.0048,12.6900,13.8309,12.8013,13.1253,11.8632,10.9134,12.1509,11.2354,13.2241
152,-85.1250,12.3750,13.5890,12.4571,14.6458,16.1463,13.4034,14.5828,14.2551,15.3218,14.5827,14.8414,13.3369,12.4772,14.2751,12.8289,14.9039
153,-84.8750,12.3750,15.6173,14.2856,16.8379,18.6465,15.5058,16.9743,15.9255,17.6951,16.6624,16.9992,15.0718,14.4864,16.4912,14.9736,17.1934
161,-87.1250,12.6250,11.3784,11.5063,13.9116,14.6050,11.7773,13.5766,13.4599,13.1161,13.1444,11.8682,11.4310,10.6971,7.8258,10.1476,12.5286
162,-86.8750,12.6250,10.7855,10.9126,13.3226,13.5140,11.2459,12.8474,12.8829,12.8121,12.4759,11.4070,10.9534,10.0201,7.7738,9.7508,11.9296
163,-86.6250,12.6250,10.2181,10.2051,12.4037,12.4413,10.6082,12.0104,11.9742,12.1928,11.3507,10.8640,10.3062,9.3519,7.7438,9.2273,11.2284
164,-86.3750,12.6250,9.4961,9.3282,11.2537,11.2729,9.7695,10.9909,10.8451,11.2581,10.1105,10.1702,9.5691,8.5568,7.6442,8.5927,10.3602
165,-86.1250,12.6250,9.1770,8.8885,10.6219,10.7163,9.4047,10.4956,10.2437,10.8649,9.6105,9.9303,9.3182,8.2853,7.8638,8.3561,9.9993
166,-85.8750,12.6250,9.3834,9.0042,10.5750,11.0473,9.3943,10.6039,10.2089,10.9974,9.8363,10.1730,9.4261,8.4520,8.5202,8.5578,10.2631
167,-85.6250,12.6250,9.9597,9.4937,11.0131,11.7387,9.9147,11.0545,10.7011,11.6778,10.5635,10.8581,10.0106,9.0340,9.5477,9.2166,10.9451
168,-85.3750,12.6250,11.0399,10.4022,12.0763,13.0505,10.9453,12.0638,11.7371,12.7675,11.7976,12.0090,11.0145,10.0205,11.0512,10.2857,12.0938
169,-85.1250,12.6250,12.5561,11.7249,13.5910,14.8893,12.4304,13.6009,13.2563,14.2664,13.4956,13.6577,12.4537,11.4580,13.1299,11.7901,13.7193
176,-87.6250,12.8750,10.5751,10.6633,13.5676,13.9558,11.1211,12.7210,12.4023,12.1679,12.9062,10.9443,10.7186,9.9258,7.6648,9.7642,11.5919
177,-87.3750,12.8750,11.7634,12.0240,14.7928,15.2911,12.4503,14.1088,13.9599,13.4206,14.0491,12.1514,11.8769,10.8917,8.2126,10.7268,12.8246
178,-87.1250,12.8750,12.0462,12.3330,14.8476,15.3646,12.8033,14.4083,14.2681,13.8135,13.9523,12.4707,12.1534,11.0007,8.4081,10.9020,13.0781
179,-86.8750,12.8750,11.1479,11.3690,13.8719,13.8313,11.7710,13.2973,13.2505,13.3378,12.8608,11.6796,11.3209,9.9961,8.1600,10.1369,12.1638
