ID,Lon,Lat,gfdl-esm2g,canesm2,cnrm-cm5,csiro-mk3-6-0,inmcm4,miroc5,mpi-esm-lr,mri-cgcm3,ccsm4,noresm1-m,bcc-csm1-1,ipsl-cm5a-lr,ipsl-cm5a-mr,gfdl-cm3,gfdl-esm2m
181,-86.3750,12.8750,3.7056,3.7908,3.8227,3.5307,3.8243,3.8857,3.8885,3.5521,3.8178,3.7426,3.7057,3.4924,3.1713,3.5619,3.6663
182,-86.1250,12.8750,3.6167,3.6949,3.7230,3.4415,3.7290,3.7655,3.7945,3.4742,3.7165,3.6627,3.6252,3.4348,3.2043,3.4718,3.5894
183,-85.8750,12.8750,3.8325,3.8881,3.8957,3.6477,3.9190,3.9487,4.0060,3.6429,3.9546,3.8531,3.8269,3.6563,3.4428,3.6706,3.8156
184,-85.6250,12.8750,4.0836,4.1360,4.1707,3.8860,4.1819,4.2223,4.2632,3.8485,4.2009,4.1170,4.0837,3.9420,3.7907,3.9147,4.0890
185,-85.3750,12.8750,4.4366,4.4938,4.5542,4.2217,4.5492,4.6073,4.6292,4.1698,4.5495,4.4954,4.4484,4.3286,4.2632,4.2599,4.4655
186,-85.1250,12.8750,4.9582,5.0217,5.1163,4.7143,5.0883,5.1766,5.1659,4.6717,5.0661,5.0551,4.9861,4.8884,4.9354,4.7683,5.0176
199,-87.3750,13.1250,4.4929,4.5907,4.6488,4.3253,4.6419,4.7328,4.6956,4.3835,4.7151,4.4827,4.4386,4.2017,3.4627,4.4646,4.4840
200,-87.1250,13.1250,4.4585,4.5426,4.5905,4.2657,4.6137,4.6620,4.6645,4.3342,4.6600,4.4631,4.4054,4.1610,3.5726,4.3852,4.4488
201,-86.8750,13.1250,4.1256,4.2200,4.2531,3.9370,4.2699,4.3479,4.3263,3.9871,4.3373,4.1540,4.1093,3.8406,3.4307,4.0287,4.1087
202,-86.6250,13.1250,3.9404,4.0358,4.0451,3.7484,4.0845,4.1284,4.1347,3.7842,4.1143,3.9860,3.9482,3.6852,3.3945,3.8165,3.9311
203,-86.3750,13.1250,3.9043,3.9943,3.9916,3.6970,4.0551,4.0669,4.0916,3.7562,4.0540,3.9635,3.9228,3.6673,3.4711,3.7497,3.8967
