ID,Lon,Lat,nyears,onset_mx_mn,onset_dy_mn,end_mx_mn,end_dy_mn,min_mn_mn,duration_mn,intensity_mn,onset_mx_sd,onset_dy_sd,end_mx_sd,end_dy_sd,min_mn_sd,duration_sd,intensity_sd
72,-83.875,10.625,30,23.3223,175.6667,26.4006,222.7667,14.8087,47.1000,10.0528,5.7325,20.5717,8.1485,17.7408,8.0557,28.4330,5.4404
73,-83.625,10.625,30,23.4258,172.7667,25.7286,221.2333,14.1521,48.4667,10.4251,5.4426,22.1650,7.8130,17.9188,7.6628,31.2782,6.0496
76,-85.625,10.875,30,13.8921,165.5000,16.2757,247.6333,3.7345,82.1333,11.3494,4.3731,19.1018,3.5449,7.1703,1.4151,20.6594,2.7111
77,-85.375,10.875,30,15.3163,168.3667,18.2849,247.3667,4.5971,79.0000,12.2035,4.5649,19.6073,3.9592,7.1462,1.6921,21.4428,2.9508
78,-85.125,10.875,30,16.9247,173.8000,19.9469,242.3333,6.4663,68.5333,11.9695,4.6729,18.0639,4.3762,14.6389,3.4666,26.1055,4.1784
79,-84.875,10.875,30,17.7967,180.0667,19.1712,234.2667,9.9377,54.2000,8.5463,5.1397,13.6986,4.0054,19.9516,5.3942,28.1920,5.1313
80,-84.625,10.875,30,19.6543,180.1000,21.0716,231.5000,11.4987,51.4000,8.8642,6.0068,13.7222,4.8240,19.8055,6.3804,27.8142,5.5659
81,-84.375,10.875,30,20.6995,178.1333,22.1826,228.8333,12.2795,50.7000,9.1616,6.6066,14.5311,5.2736,19.1511,6.9620,27.8074,5.8341
82,-84.125,10.875,30,22.1431,178.0333,23.3523,228.7333,13.1822,50.7000,9.5655,7.0898,16.5519,5.6775,19.1598,7.5712,31.4151,6.1672
83,-83.875,10.875,30,22.8566,176.6667,25.8091,224.1333,14.3822,47.4667,9.9507,5.4916,19.3183,7.7729,18.2808,7.8608,28.8871,5.4466
84,-83.625,10.875,30,22.7569,176.6667,25.2096,225.0333,14.0289,48.3667,9.9543,5.2717,19.3183,7.4239,18.3782,7.6057,30.6869,5.5722
86,-85.625,11.125,30,12.7764,162.2333,12.7316,247.1667,4.6914,84.9333,8.0626,4.0746,20.2428,2.6220,16.7210,2.1623,30.6436,2.6097
87,-85.375,11.125,30,13.1477,164.1667,13.6824,242.4000,5.7649,78.2333,7.6502,3.8158,19.9950,2.5845,16.6952,3.0798,30.6501,2.8753
88,-85.125,11.125,30,14.1765,168.4667,15.2325,237.5333,7.5265,69.0667,7.1780,3.5747,23.1140,2.8985,18.8602,4.3002,35.4575,3.3515
89,-84.875,11.125,30,16.6351,172.3667,18.1950,232.9000,8.4620,60.5333,8.9531,4.0964,17.8141,3.7290,17.6251,4.9407,28.4687,3.5470
90,-84.625,11.125,30,19.0918,175.1000,20.8293,226.5000,11.1438,51.4000,8.8167,4.7566,18.2480,4.5931,19.7130,6.2211,30.0168,4.8135
91,-84.375,11.125,30,22.0515,174.8667,23.7928,225.8667,13.0395,51.0000,9.8827,5.3642,18.5876,5.3105,20.5506,7.4587,32.0086,5.6011
95,-85.875,11.375,30,12.3102,158.7667,12.1776,251.5000,3.9378,92.7333,8.3061,3.8973,17.3079,2.5794,11.3737,1.4481,20.8706,2.1633
96,-85.625,11.375,30,12.4543,160.8000,12.4682,246.6000,4.6910,85.8000,7.7703,3.7584,18.3949,2.4425,16.0958,2.1135,27.5799,2.3921
97,-85.375,11.375,30,12.3954,163.5333,13.1749,239.2000,5.9364,75.6667,6.8487,3.2772,20.7726,2.3427,19.6318,3.2391,34.0378,2.9164
98,-85.125,11.375,30,13.6866,169.4000,14.7922,238.1667,7.4045,68.7667,6.8349,3.2149,21.1654,2.7526,19.3909,4.2087,34.4380,3.0117
99,-84.875,11.375,30,16.7968,173.4000,18.0619,232.5333,8.6451,59.1333,8.7843,4.0784,17.3595,3.6015,18.7115,4.8419,28.9253,3.5716
100,-84.625,11.375,30,19.8067,174.4333,21.2420,227.4000,11.4589,52.9667,9.0654,4.8319,18.0873,4.4459,20.6792,6.3917,31.7973,5.0002
105,-86.125,11.625,30,11.1237,159.9667,11.5014,256.8667,3.4309,96.9000,7.8817,3.0073,17.2796,2.3763,15.3819,1.1859,24.5109,1.8302
106,-85.875,11.625,30,11.7487,156.6333,11.6891,251.7000,3.8325,95.0667,7.8864,3.4992,17.7463,2.3987,12.1801,1.3173,21.2861,1.9484
107,-85.625,11.625,30,11.6413,162.6333,12.1128,245.5333,4.6497,82.9000,7.2274,3.2597,18.7515,2.2579,15.2287,2.0294,25.9527,2.1618
108,-85.375,11.625,30,11.6838,166.7333,12.9581,239.3667,5.9281,72.6333,6.3929,2.8573,20.5425,2.2563,19.7370,3.2166,33.5605,2.8062
109,-85.125,11.625,30,13.5872,173.4333,14.9807,238.7000,7.7473,65.2667,6.5367,3.2076,19.2492,2.7668,19.5944,4.2689,34.1052,3.1882
110,-84.875,11.625,30,17.9041,173.7667,19.2637,231.9667,9.7764,58.2000,8.8075,4.2978,17.6336,3.6640,20.3546,5.5978,32.1338,4.4411
111,-84.625,11.625,30,21.1235,175.0667,22.4975,226.3000,12.1334,51.2333,9.6772,5.0589,17.0778,4.4548,20.7067,6.8237,31.8528,5.4382
117,-86.375,11.875,30,10.7759,159.9333,11.2583,259.4333,3.0826,99.5000,7.9344,2.8508,17.2565,2.4788,14.6985,1.0495,24.0886,1.7613
118,-86.125,11.875,30,10.9234,161.4000,11.3237,259.4333,3.2981,98.0333,7.8254,2.9033,16.7509,2.4287,14.6985,1.0902,22.8450,1.7630
119,-85.875,11.875,30,11.2573,158.0000,11.4631,252.6000,3.7783,94.6000,7.5819,3.1831,17.9501,2.2876,12.3305,1.2387,19.8314,1.7968
120,-85.625,11.875,30,11.3210,163.2333,12.0826,240.3667,5.2497,77.1333,6.4521,2.9571,19.3724,2.1921,20.6840,2.7449,32.2102,2.6284
121,-85.375,11.875,30,11.7701,166.7000,13.1303,239.2667,6.0584,72.5667,6.3918,2.8392,20.5160,2.2852,19.7466,3.3006,33.5731,2.7306
122,-85.125,11.875,30,13.8965,172.2667,15.2246,237.5333,7.8825,65.2667,6.6781,3.2993,19.6678,2.8001,20.3296,4.3278,35.0683,3.2436
123,-84.875,11.875,30,18.2300,175.0333,19.5598,232.8000,9.8587,57.7667,9.0362,4.3431,17.0526,3.5295,20.1176,5.7039,32.8158,4.6551
130,-86.625,12.125,30,10.4502,162.4667,11.3335,260.8000,2.8443,98.3333,8.0476,2.7077,16.3849,2.7289,11.2569,1.0534,20.4000,1.7553
131,-86.375,12.125,30,10.6113,162.5667,11.3668,258.8333,2.8621,96.2667,8.1269,2.8691,17.7952,2.7942,15.5032,1.1131,22.3189,1.8356
132,-86.125,12.125,30,10.7172,162.6333,11.4505,258.3000,3.1156,95.6667,7.9683,2.8277,17.7851,2.6988,15.8531,1.1734,23.0776,1.8533
133,-85.875,12.125,30,10.4717,169.2667,11.3946,256.4000,4.1860,87.1333,6.7472,2.6541,15.5562,2.1555,17.7484,1.9627,25.9253,2.1564
134,-85.625,12.125,30,11.1483,172.3333,12.0156,252.3000,5.1769,79.9667,6.4051,2.7769,14.8865,2.4101,20.9814,2.7939,30.5676,2.6162
