ID,Lon,Lat,onset_dy,p-onset_dy,end_dy,p-end_dy,duration,p-duration,intensity,p-intensity,min,p-min
179,-86.8750,12.8750,-3.2692,0.0356,0.3949,0.3635,3.6641,0.0309,-0.1827,0.3635,-0.5724,0.0356
180,-86.6250,12.8750,-2.5902,0.1556,0.5785,0.4265,3.1687,0.0309,-0.1599,0.2805,-0.5502,0.0356
181,-86.3750,12.8750,-2.6116,0.1398,0.9903,0.4602,3.6019,0.0356,-0.1240,0.1914,-0.5701,0.0231
182,-86.1250,12.8750,-0.6530,0.7776,1.0711,0.3343,1.7241,0.1914,-0.1105,0.3066,-0.5923,0.0268
183,-85.8750,12.8750,-0.5251,0.5701,1.2762,0.5321,1.8014,0.2330,-0.0942,0.3942,-0.6500,0.0309
184,-85.6250,12.8750,-0.4352,0.8203,2.2689,0.3066,2.7041,0.2560,-0.0810,0.4955,-0.7031,0.0268
185,-85.3750,12.8750,-0.6075,0.7764,1.6118,0.1556,2.2193,0.1118,-0.0727,0.7764,-0.7486,0.0535
186,-85.1250,12.8750,-1.0386,0.5701,1.3986,0.3066,2.4373,0.2805,-0.0218,0.9547,-0.8387,0.0995
199,-87.3750,13.1250,-2.6205,0.1914,1.0082,0.2560,3.6287,0.1914,-0.0904,0.7333,-0.6142,0.0309
200,-87.1250,13.1250,-3.1178,0.0691,0.2559,0.5936,3.3737,0.1118,-0.1421,0.4603,-0.5868,0.0309
201,-86.8750,13.1250,-2.8401,0.1398,0.1932,0.9096,3.0333,0.2330,-0.1423,0.2805,-0.5430,0.0356
202,-86.6250,13.1250,-2.1776,0.2805,1.2388,0.3942,3.4164,0.0884,-0.0760,0.4603,-0.5834,0.0309
203,-86.3750,13.1250,-1.3725,0.5701,1.5274,0.4955,2.8998,0.1118,-0.0207,0.6092,-0.6519,0.0268
204,-86.1250,13.1250,-1.7885,0.2805,1.8868,0.5321,3.6754,0.1556,0.0302,0.4955,-0.7455,0.0309
205,-85.8750,13.1250,-1.2865,0.3635,1.1316,0.7764,2.4181,0.2115,-0.0417,0.4603,-0.7788,0.0468
206,-85.6250,13.1250,-0.5962,0.7333,2.4073,0.1728,3.0036,0.2330,0.1117,0.9096,-0.9824,0.0268
207,-85.3750,13.1250,-0.6010,0.6496,2.1667,0.1728,2.7677,0.2805,0.1450,0.5701,-1.0166,0.0468
208,-85.1250,13.1250,-1.7833,0.3066,3.1998,0.1398,4.9831,0.2115,0.3508,0.2560,-1.2202,0.0535
209,-84.8750,13.1250,-2.5532,0.1914,4.1633,0.1914,6.7164,0.1728,0.4535,0.1398,-1.3134,0.0535
218,-88.8750,13.3750,-3.5513,0.0468,3.3551,0.1398,6.9063,0.0409,0.5622,0.1252,-1.0706,0.0691
219,-88.6250,13.3750,-3.5918,0.0535,2.7103,0.2560,6.3021,0.0691,0.5781,0.0356,-1.0801,0.0535
220,-88.3750,13.3750,-3.6665,0.0884,1.9280,0.1819,5.5945,0.0535,0.3959,0.1118,-0.8929,0.0409
221,-88.1250,13.3750,-3.6393,0.0309,1.0988,0.2330,4.7381,0.0691,0.3465,0.1252,-0.8315,0.0309
222,-87.8750,13.3750,-3.1969,0.1252,1.3096,0.2560,4.5065,0.0884,0.1595,0.6909,-0.7369,0.0468
224,-87.3750,13.3750,-2.9397,0.1914,1.0065,0.1398,3.9462,0.1252,-0.0275,0.8647,-0.6017,0.0309
225,-87.1250,13.3750,-2.9256,0.0535,0.7164,0.3343,3.6420,0.0535,-0.0922,0.5701,-0.5492,0.0268
226,-86.8750,13.3750,-2.9173,0.1556,1.0622,0.3635,3.9795,0.1728,-0.0571,0.5321,-0.5659,0.0309
227,-86.6250,13.3750,-1.5282,0.3066,1.1894,0.4955,2.7176,0.1118,0.0123,0.7764,-0.6283,0.0309
228,-86.3750,13.3750,-1.8942,0.3486,1.2841,0.6092,3.1783,0.2330,0.0778,0.8203,-0.7345,0.0125
229,-86.1250,13.3750,-1.2740,0.3942,2.4518,0.3343,3.7258,0.2330,0.1480,0.9096,-0.8666,0.0268
230,-85.8750,13.3750,-1.6750,0.2560,2.6887,0.2805,4.3638,0.1728,0.1861,0.9096,-1.0162,0.0231
231,-85.6250,13.3750,-1.0803,0.5321,2.4422,0.1914,3.5226,0.2115,0.1730,0.5321,-1.0515,0.0535
241,-89.8750,13.6250,-2.8368,0.0691,3.9487,0.0468,6.7855,0.0409,0.5579,0.0884,-1.0121,0.0535
242,-89.6250,13.6250,-3.7344,0.0409,4.9711,0.0171,8.7054,0.0268,0.5962,0.0691,-1.1122,0.0468
243,-89.3750,13.6250,-3.7814,0.0409,5.6950,0.0268,9.4764,0.0146,0.6838,0.0268,-1.2619,0.0535
244,-89.1250,13.6250,-4.0737,0.0409,5.6773,0.0309,9.7509,0.0171,0.7410,0.0171,-1.3245,0.0409
245,-88.8750,13.6250,-3.5525,0.0468,3.8593,0.1252,7.4118,0.0231,0.6663,0.0199,-1.1892,0.0468
246,-88.6250,13.6250,-3.4920,0.0535,3.6261,0.0884,7.1181,0.0468,0.6636,0.0268,-1.1696,0.0468
247,-88.3750,13.6250,-3.1701,0.1398,2.5154,0.1252,5.6855,0.1118,0.5413,0.0609,-1.0366,0.0409
248,-88.1250,13.6250,-3.3302,0.0884,2.8660,0.0535,6.1962,0.0231,0.4796,0.0783,-0.9616,0.0268
249,-87.8750,13.6250,-3.3115,0.0995,1.9875,0.1117,5.2990,0.0609,0.2181,0.6092,-0.7718,0.0356
250,-87.6250,13.6250,-3.1980,0.0883,2.5053,0.0609,5.7033,0.0535,0.1474,0.6496,-0.6878,0.0309
251,-87.3750,13.6250,-3.0297,0.1578,1.9853,0.0649,5.0151,0.0609,0.0852,0.8203,-0.6019,0.0199
252,-87.1250,13.6250,-3.1947,0.0783,1.7590,0.0995,4.9537,0.0309,0.0434,0.9547,-0.5592,0.0231
253,-86.8750,13.6250,-2.1287,0.2560,1.2342,0.3635,3.3629,0.2560,0.0288,0.8203,-0.5560,0.0356
254,-86.6250,13.6250,-1.9696,0.4265,1.1725,0.5701,3.1420,0.2560,0.1227,0.9096,-0.6740,0.0146
255,-86.3750,13.6250,-2.0053,0.2719,2.4855,0.3066,4.4908,0.1398,0.2172,0.5701,-0.8256,0.0106
256,-86.1250,13.6250,-2.1633,0.2805,2.5243,0.3343,4.6875,0.1728,0.2468,0.5321,-0.9317,0.0199
257,-85.8750,13.6250,-2.1243,0.2560,2.6815,0.2805,4.8058,0.1728,0.2388,0.5321,-1.0095,0.0268
258,-85.6250,13.6250,-1.7915,0.2680,2.1144,0.3066,3.9058,0.1728,0.1969,0.5321,-1.0150,0.0535
271,-90.3750,13.8750,-1.7803,0.3066,1.9670,0.0884,3.7473,0.1398,0.5408,0.2330,-1.0843,0.0356
272,-90.1250,13.8750,-2.0542,0.2330,1.6978,0.3343,3.7520,0.1556,0.4665,0.3066,-1.0026,0.0691
273,-89.8750,13.8750,-2.7116,0.1118,2.4901,0.1556,5.2017,0.0691,0.6208,0.0995,-1.1337,0.0356
274,-89.6250,13.8750,-3.5191,0.0691,4.8853,0.0231,8.4044,0.0268,0.8181,0.0199,-1.3804,0.0409
275,-89.3750,13.8750,-3.1580,0.1252,6.1197,0.0171,9.2776,0.0146,0.8175,0.0199,-1.4398,0.0356
276,-89.1250,13.8750,-3.3492,0.1251,4.9219,0.0409,8.2711,0.0356,0.7634,0.0309,-1.3853,0.0409
277,-88.8750,13.8750,-3.2056,0.0609,5.1465,0.0146,8.3521,0.0106,0.7933,0.0171,-1.3562,0.0468
278,-88.6250,13.8750,-3.5913,0.0468,5.1851,0.0309,8.7764,0.0064,0.8014,0.0106,-1.3448,0.0231
279,-88.3750,13.8750,-3.4058,0.0609,3.9964,0.0409,7.4022,0.0090,0.7201,0.0171,-1.2591,0.0171
280,-88.1250,13.8750,-2.8121,0.1252,2.8014,0.0535,5.6135,0.0995,0.5170,0.0884,-1.0446,0.0356
281,-87.8750,13.8750,-3.1783,0.0691,1.9920,0.0783,5.1703,0.0356,0.3512,0.1398,-0.9290,0.0268
282,-87.6250,13.8750,-2.4103,0.2560,1.5911,0.2115,4.0014,0.1556,0.2274,0.3066,-0.7644,0.0268
283,-87.3750,13.8750,-1.9713,0.4265,1.6631,0.2115,3.6344,0.2115,0.1397,0.6909,-0.6202,0.0231
284,-87.1250,13.8750,-2.2419,0.2805,1.4369,0.2330,3.6788,0.1556,0.1090,0.7764,-0.5721,0.0146
285,-86.8750,13.8750,-2.5501,0.1640,2.0155,0.1914,4.5656,0.0884,0.1647,0.6496,-0.6461,0.0090
286,-86.6250,13.8750,-1.6299,0.4955,2.9275,0.1914,4.5574,0.1398,0.2517,0.4603,-0.7673,0.0064
287,-86.3750,13.8750,-1.6730,0.2805,2.9502,0.3066,4.6232,0.1556,0.2593,0.6092,-0.8384,0.0146
288,-86.1250,13.8750,-1.9988,0.3066,2.6417,0.5320,4.6405,0.1252,0.2743,0.4265,-0.9216,0.0231
289,-85.8750,13.8750,-1.4292,0.5321,2.4651,0.2115,3.8944,0.2115,0.2111,0.6496,-0.9283,0.0309
290,-85.6250,13.8750,-1.3330,0.3635,1.7694,0.3343,3.1024,0.2805,0.2140,0.4955,-0.9704,0.0356
291,-85.3750,13.8750,-1.6935,0.2805,2.7029,0.2012,4.3964,0.1398,0.2802,0.3635,-1.0567,0.0468
292,-85.1250,13.8750,-1.1318,0.4603,2.6234,0.3635,3.7552,0.2805,0.3081,0.3635,-1.1005,0.0609
301,-91.6250,14.1250,-2.5827,0.3343,2.4398,0.0995,5.0226,0.1252,0.5967,0.1556,-1.0038,0.0535
302,-91.3750,14.1250,-2.5701,0.2560,2.1171,0.1252,4.6872,0.1398,0.7153,0.1728,-1.1737,0.0309
303,-91.1250,14.1250,-2.1330,0.3942,2.2745,0.1252,4.4075,0.1398,0.7327,0.1914,-1.2375,0.0409
304,-90.8750,14.1250,-1.7769,0.4265,2.9067,0.0995,4.6836,0.0783,0.6154,0.3635,-1.3119,0.0356
305,-90.6250,14.1250,-1.7545,0.4264,2.9420,0.0691,4.6966,0.0995,0.6199,0.3066,-1.3043,0.0268
306,-90.3750,14.1250,-2.8087,0.1118,2.9482,0.0995,5.7569,0.0356,0.6436,0.1728,-1.2911,0.0171
307,-90.1250,14.1250,-2.7369,0.1639,1.9809,0.2330,4.7178,0.1556,0.6114,0.1118,-1.2346,0.0199
308,-89.8750,14.1250,-2.6752,0.2115,2.9072,0.1398,5.5824,0.1118,0.6331,0.2330,-1.2473,0.0468
309,-89.6250,14.1250,-3.1101,0.1556,3.9325,0.0640,7.0425,0.0691,0.6765,0.0884,-1.3294,0.0468
310,-89.3750,14.1250,-3.8316,0.0609,4.3802,0.0884,8.2118,0.0231,0.7467,0.0199,-1.4280,0.0468
311,-89.1250,14.1250,-3.7258,0.0468,4.7934,0.0356,8.5192,0.0125,0.7796,0.0309,-1.4648,0.0409
312,-88.8750,14.1250,-3.6692,0.0609,3.7607,0.0884,7.4299,0.0409,0.6697,0.0309,-1.3513,0.0268
313,-88.6250,14.1250,-3.2819,0.0409,3.7309,0.0783,7.0128,0.0309,0.6707,0.0268,-1.3535,0.0199
314,-88.3750,14.1250,-2.8990,0.1556,3.4060,0.0468,6.3050,0.0468,0.6351,0.0309,-1.3368,0.0171
315,-88.1250,14.1250,-2.9583,0.1252,2.2624,0.1252,5.2207,0.0535,0.4444,0.0884,-1.1324,0.0199
316,-87.8750,14.1250,-1.8608,0.2805,3.4060,0.0356,5.2668,0.0231,0.5251,0.0535,-1.1099,0.0146
318,-87.3750,14.1250,-1.6086,0.6092,3.1258,0.0884,4.7344,0.1728,0.3430,0.3066,-0.8117,0.0090
319,-87.1250,14.1250,-2.5593,0.1728,3.3180,0.1252,5.8773,0.0535,0.3279,0.2805,-0.7748,0.0064
320,-86.8750,14.1250,-2.0279,0.2115,4.0609,0.0691,6.0887,0.0199,0.3026,0.3066,-0.7739,0.0054
